date,USPS,incidD,gold_out
2020-08-01,LA,234,0
2020-08-08,LA,258,0
2020-08-15,LA,223,0
2020-08-22,LA,257,0
2020-08-29,LA,217,0
2020-09-05,LA,131,0
2020-09-12,LA,167,0
2020-09-19,LA,140,0
2020-09-26,LA,102,0
2020-10-03,LA,101,0
2020-10-10,LA,90,0
2020-10-17,LA,92,0
2020-10-24,LA,93,0
2020-10-31,LA,99,0
2020-11-07,LA,97,0
2020-11-14,LA,105,0
2020-11-21,LA,112,0
2020-11-28,LA,158,0
2020-12-05,LA,157,0
2020-12-12,LA,219,0
2020-12-19,LA,227,0
2020-12-26,LA,278,0
2021-01-02,LA,216,0
2021-01-09,LA,345,0
2021-01-16,LA,247,0
2021-01-23,LA,403,0
2021-01-30,LA,318,0
2021-02-06,LA,275,0
2021-02-13,LA,200,0
2021-02-20,LA,164,0
2021-02-27,LA,147,0
2021-03-06,LA,129,0
2021-03-13,LA,145,0
2021-03-20,LA,127,0
2021-03-27,LA,99,0
2021-04-03,LA,74,0
2021-04-10,LA,55,0
2021-04-17,LA,66,0
2021-04-24,LA,54,0
2021-05-01,LA,46,0
2021-05-08,LA,51,0
2021-05-15,LA,45,0
2021-05-22,LA,44,0
2021-05-29,LA,54,0
2021-06-05,LA,39,0
2021-06-12,LA,33,0
2021-06-19,LA,40,0
2021-06-26,LA,35,0
2021-07-03,LA,34,0
2021-07-10,LA,24,0
2021-07-17,LA,47,0
2021-07-24,LA,72,0
2021-07-31,LA,99,0
2021-08-07,LA,211,0
2021-08-14,LA,309,0
2021-08-21,LA,399,0
2021-08-28,LA,441,0
2021-09-04,LA,348,0
2021-09-11,LA,349,0
2021-09-18,LA,362,0
2021-09-25,LA,323,0
2021-10-02,LA,247,0
2021-10-09,LA,185,0
2021-10-16,LA,148,0
2021-10-23,LA,141,0
2021-10-30,LA,85,0
2021-11-06,LA,68,0
2021-11-13,LA,70,0
2021-11-20,LA,64,0
2021-11-27,LA,28,0
2021-12-04,LA,49,0
2021-12-11,LA,51,0
2021-12-18,LA,47,0
2021-12-25,LA,29,0
2022-01-01,LA,33,0
2022-01-08,LA,68,0
2022-01-15,LA,83,0
2022-01-22,LA,187,0
2022-01-29,LA,307,0
2022-02-05,LA,274,0
2022-02-12,LA,271,0
2022-02-19,LA,224,0
2022-02-26,LA,206,0
2022-03-05,LA,148,0
2022-03-12,LA,133,0
2022-03-19,LA,109,0
2022-03-26,LA,80,0
2022-04-02,LA,62,0
2022-04-09,LA,39,0
2022-04-16,LA,17,0
2022-04-23,LA,29,0
2022-04-30,LA,25,0
2022-05-07,LA,28,0
2022-05-14,LA,19,0
2022-05-21,LA,18,0
2022-05-28,LA,12,0
2022-06-04,LA,16,0
2022-06-11,LA,15,0
2022-06-18,LA,17,0
2022-06-25,LA,19,0
2022-07-02,LA,26,0
2022-07-09,LA,13,0
2022-07-16,LA,43,0
2022-07-23,LA,42,0
2022-07-30,LA,55,0
2022-08-06,LA,62,0
2022-08-13,LA,66,0
2022-08-20,LA,78,0
2022-08-27,LA,66,0
2022-09-03,LA,34,0
2022-09-10,LA,46,0
2022-09-17,LA,54,0
2022-09-24,LA,32,0
2022-10-01,LA,57,0
2022-10-08,LA,36,0
2022-10-15,LA,34,0
2022-10-22,LA,2,0
2022-10-29,LA,30,0
2022-11-05,LA,25,0
2022-11-12,LA,24,0
2022-11-19,LA,17,0
2022-11-26,LA,27,0
2022-12-03,LA,13,0
2022-12-10,LA,22,0
2022-12-17,LA,28,0
2022-12-24,LA,21,0
2022-12-31,LA,25,0
2023-01-07,LA,24,0
2023-01-14,LA,42,0
2023-01-21,LA,43,0
2023-01-28,LA,46,0
2023-02-04,LA,47,0
2023-02-11,LA,52,0
2023-02-18,LA,42,0
2023-02-25,LA,40,0
2023-03-04,LA,32,0
2023-03-11,LA,28,0
2020-01-25,ME,0,0
2020-02-01,ME,0,0
2020-02-08,ME,0,0
2020-02-15,ME,0,0
2020-02-22,ME,0,0
2020-02-29,ME,0,0
2020-03-07,ME,0,0
2020-03-14,ME,0,0
2020-03-21,ME,0,0
2020-03-28,ME,1,0
2020-04-04,ME,9,0
2020-04-11,ME,9,0
2020-04-18,ME,13,0
2020-04-25,ME,15,0
2020-05-02,ME,9,0
2020-05-09,ME,8,0
2020-05-16,ME,6,0
2020-05-23,ME,7,0
2020-05-30,ME,12,0
2020-06-06,ME,9,0
2020-06-13,ME,2,0
2020-06-20,ME,2,0
2020-06-27,ME,2,0
2020-07-04,ME,3,0
2020-07-11,ME,5,0
2020-07-18,ME,5,0
2020-07-25,ME,2,0
2020-08-01,ME,4,0
2020-08-08,ME,4,0
2020-08-15,ME,2,0
2020-08-22,ME,3,0
2020-08-29,ME,2,0
2020-09-05,ME,2,0
2020-09-12,ME,1,0
2020-09-19,ME,4,0
2020-09-26,ME,1,0
2020-10-03,ME,2,0
2020-10-10,ME,1,0
2020-10-17,ME,3,0
2020-10-24,ME,0,0
2020-10-31,ME,1,0
2020-11-07,ME,4,0
2020-11-14,ME,12,0
2020-11-21,ME,11,0
2020-11-28,ME,17,0
2020-12-05,ME,36,0
2020-12-12,ME,30,0
2020-12-19,ME,35,0
2020-12-26,ME,27,0
2021-01-02,ME,39,0
2021-01-09,ME,74,0
2021-01-16,ME,75,0
2021-01-23,ME,37,0
2021-01-30,ME,46,0
2021-02-06,ME,44,0
2021-02-13,ME,13,0
2021-02-20,ME,11,0
2021-02-27,ME,44,0
2021-03-06,ME,4,0
2021-03-13,ME,20,0
2021-03-20,ME,4,0
2021-03-27,ME,8,0
2021-04-03,ME,9,0
2021-04-10,ME,5,0
2021-04-17,ME,14,0
2021-04-24,ME,8,0
2021-05-01,ME,17,0
2021-05-08,ME,6,0
2021-05-15,ME,6,0
2021-05-22,ME,18,0
2021-05-29,ME,6,0
2021-06-05,ME,14,0
2021-06-12,ME,6,0
2021-06-19,ME,9,0
2021-06-26,ME,4,0
2021-07-03,ME,2,0
2021-07-10,ME,2,0
2021-07-17,ME,20,0
2021-07-24,ME,15,0
2021-07-31,ME,3,0
2021-08-07,ME,1,0
2021-08-14,ME,3,0
2021-08-21,ME,20,0
2021-08-28,ME,6,0
2021-09-04,ME,10,0
2021-09-11,ME,21,0
2021-09-18,ME,21,0
2021-09-25,ME,31,0
2021-10-02,ME,13,0
2021-10-09,ME,49,0
2021-10-16,ME,20,0
2021-10-23,ME,27,0
2021-10-30,ME,45,0
2021-11-06,ME,40,0
2021-11-13,ME,23,0
2021-11-20,ME,41,0
2021-11-27,ME,32,0
2021-12-04,ME,33,0
2021-12-11,ME,31,0
2021-12-18,ME,74,0
2021-12-25,ME,34,0
2022-01-01,ME,56,0
2022-01-08,ME,72,0
2022-01-15,ME,55,0
2022-01-22,ME,40,0
2022-01-29,ME,40,0
2022-02-05,ME,66,0
2022-02-12,ME,24,0
2022-02-19,ME,132,0
2022-02-26,ME,104,0
2022-03-05,ME,71,0
2022-03-12,ME,14,0
2022-03-19,ME,37,0
2022-03-26,ME,13,0
2022-04-02,ME,7,0
2022-04-09,ME,20,0
2022-04-16,ME,54,0
2022-04-23,ME,4,0
2022-04-30,ME,6,0
2022-05-07,ME,39,0
2022-05-14,ME,11,0
2022-05-21,ME,7,0
2022-05-28,ME,5,0
2022-06-04,ME,36,0
2022-06-11,ME,21,0
2022-06-18,ME,5,0
2022-06-25,ME,4,0
2022-07-02,ME,7,0
2022-07-09,ME,42,0
2022-07-16,ME,3,0
2022-07-23,ME,1,0
2022-07-30,ME,2,0
2022-08-06,ME,26,0
2022-08-13,ME,0,0
2022-08-20,ME,6,0
2022-08-27,ME,9,0
2022-09-03,ME,5,0
2022-09-10,ME,38,0
2022-09-17,ME,15,0
2022-09-24,ME,7,0
2022-10-01,ME,9,0
2022-10-08,ME,29,0
2022-10-15,ME,14,0
2022-10-22,ME,10,0
2022-10-29,ME,13,0
2022-11-05,ME,31,0
2022-11-12,ME,33,0
2022-11-19,ME,6,0
2022-11-26,ME,4,0
2022-12-03,ME,6,0
2022-12-10,ME,47,0
2022-12-17,ME,2,0
2022-12-24,ME,2,0
2022-12-31,ME,11,0
2023-01-07,ME,12,0
2023-01-14,ME,51,0
2023-01-21,ME,1,0
2023-01-28,ME,7,0
2023-02-04,ME,2,0
2023-02-11,ME,34,0
2023-02-18,ME,11,0
2023-02-25,ME,9,0
2023-03-04,ME,4,0
2023-03-11,ME,7,0
2021-05-29,MD,609,1
2022-01-01,MD,503,0
2020-05-02,MD,496,0
2022-01-22,MD,493,0
2020-04-25,MD,454,0
2022-01-15,MD,450,0
2022-01-08,MD,400,0
2020-05-09,MD,363,0
2020-05-16,MD,343,0
2022-01-29,MD,331,0
2020-12-19,MD,312,0
2021-01-23,MD,296,0
2021-01-16,MD,295,0
2021-01-02,MD,287,0
2020-05-23,MD,286,0
2020-12-12,MD,280,0
2021-01-09,MD,279,0
2021-01-30,MD,270,0
2020-12-26,MD,268,0
2020-05-30,MD,266,0
2022-02-05,MD,259,0
2020-06-06,MD,231,0
2021-02-06,MD,222,0
2020-12-05,MD,218,0
2020-04-18,MD,215,0
2022-02-12,MD,214,0
2021-02-13,MD,207,0
2020-11-28,MD,187,0
2020-06-13,MD,186,0
2021-02-20,MD,161,0
2021-02-27,MD,159,0
2020-04-11,MD,152,0
2020-06-20,MD,126,0
2020-11-21,MD,122,0
2021-03-20,MD,120,0
2021-10-16,MD,120,0
2021-05-01,MD,116,0
2021-10-09,MD,109,0
2021-09-25,MD,106,0
2020-06-27,MD,105,0
2021-10-02,MD,105,0
2021-09-18,MD,104,0
2021-04-24,MD,103,0
2021-04-10,MD,102,0
2022-02-26,MD,102,0
2021-04-17,MD,101,0
2021-09-11,MD,98,0
2022-02-19,MD,98,0
2021-03-13,MD,97,0
2021-04-03,MD,96,0
2021-10-23,MD,93,0
2020-11-14,MD,92,0
2021-03-27,MD,88,0
2021-10-30,MD,86,0
2021-03-06,MD,85,0
2021-11-13,MD,85,0
2021-11-06,MD,83,0
2021-05-15,MD,82,0
2020-07-04,MD,79,0
2021-05-08,MD,79,0
2021-09-04,MD,78,0
2021-12-04,MD,77,0
2020-07-11,MD,74,0
2020-08-01,MD,73,0
2022-03-12,MD,73,0
2020-08-08,MD,71,0
2022-03-05,MD,71,0
2023-01-21,MD,70,0
2023-01-07,MD,69,0
2021-11-27,MD,67,0
2023-01-14,MD,67,0
2020-07-25,MD,65,0
2021-05-22,MD,65,0
2023-01-28,MD,64,0
2022-12-31,MD,62,0
2020-08-29,MD,61,0
2021-11-20,MD,61,0
2022-07-30,MD,61,0
2023-02-04,MD,60,0
2020-08-15,MD,59,0
2020-07-18,MD,58,0
2022-12-03,MD,58,0
2023-03-04,MD,58,0
2023-02-11,MD,57,0
2020-10-31,MD,56,0
2022-12-24,MD,56,0
2020-10-24,MD,55,0
2020-11-07,MD,54,0
2022-09-17,MD,54,0
2023-02-18,MD,54,0
2021-08-28,MD,53,0
2022-12-10,MD,52,0
2021-08-21,MD,51,0
2020-09-05,MD,50,0
2022-09-24,MD,50,0
2020-04-04,MD,49,0
2020-08-22,MD,49,0
2020-09-26,MD,49,0
2022-12-17,MD,49,0
2022-06-18,MD,48,0
2022-08-13,MD,48,0
2022-08-20,MD,48,0
2022-09-03,MD,48,0
2022-09-10,MD,48,0
2022-10-01,MD,48,0
2022-10-15,MD,46,0
2022-11-19,MD,46,0
2021-06-12,MD,44,0
2022-03-19,MD,44,0
2022-08-27,MD,44,0
2022-10-29,MD,44,0
2022-05-28,MD,43,0
2022-06-11,MD,42,0
2022-07-16,MD,42,0
2022-11-05,MD,42,0
2020-10-17,MD,41,0
2022-06-25,MD,41,0
2022-07-09,MD,41,0
2020-09-12,MD,40,0
2020-09-19,MD,40,0
2021-06-05,MD,40,0
2023-02-25,MD,40,0
2020-10-10,MD,38,0
2021-08-14,MD,38,0
2022-08-06,MD,38,0
2023-03-11,MD,38,0
2022-10-22,MD,37,0
2022-06-04,MD,35,0
2022-07-23,MD,35,0
2022-04-30,MD,34,0
2022-05-14,MD,34,0
2022-07-02,MD,34,0
2022-03-26,MD,33,0
2020-10-03,MD,32,0
2022-05-21,MD,31,0
2022-11-26,MD,31,0
2022-05-07,MD,30,0
2021-06-26,MD,27,0
2022-04-16,MD,27,0
2021-07-24,MD,26,0
2021-06-19,MD,24,0
2021-08-07,MD,24,0
2022-04-09,MD,24,0
2022-04-23,MD,24,0
2022-10-08,MD,24,0
2022-04-02,MD,23,0
2022-11-12,MD,21,0
2021-07-17,MD,20,0
2021-07-31,MD,19,0
2021-07-03,MD,15,0
2021-07-10,MD,13,0
2020-03-28,MD,3,0
2020-03-21,MD,2,0
2020-01-25,MD,0,0
2020-02-01,MD,0,0
2020-02-08,MD,0,0
2020-02-15,MD,0,0
2020-02-22,MD,0,0
2020-02-29,MD,0,0
2020-03-07,MD,0,0
2020-03-14,MD,0,0
2021-12-11,MD,0,0
2021-12-18,MD,0,0
2021-12-25,MD,0,0
2020-04-25,MA,1326,0
2020-05-02,MA,1116,0
2020-05-09,MA,994,0
2020-05-16,MA,865,0
2020-04-18,MA,718,0
2020-08-22,MA,606,1
2020-05-23,MA,599,0
2020-06-06,MA,521,0
2022-01-29,MA,503,0
2021-01-09,MA,482,0
2020-04-11,MA,470,0
2020-05-30,MA,464,0
2022-01-22,MA,449,0
2022-02-05,MA,433,0
2021-01-16,MA,424,0
2021-01-02,MA,412,0
2021-01-23,MA,410,0
2022-01-15,MA,354,0
2022-02-12,MA,351,0
2021-02-13,MA,343,0
2021-01-30,MA,341,0
2021-02-06,MA,337,0
2020-12-26,MA,312,0
2022-01-08,MA,310,0
2020-06-13,MA,287,0
2020-12-19,MA,286,0
2020-12-12,MA,284,0
2022-02-19,MA,267,0
2020-06-20,MA,252,0
2022-02-26,MA,241,0
2021-02-20,MA,222,0
2022-01-01,MA,217,0
2020-06-27,MA,213,0
2020-07-04,MA,213,0
2021-12-25,MA,204,0
2020-12-05,MA,198,0
2022-03-05,MA,195,0
2023-01-28,MA,189,0
2021-12-18,MA,188,0
2023-02-04,MA,177,0
2021-02-27,MA,176,0
2020-04-04,MA,172,0
2022-03-12,MA,163,0
2023-01-14,MA,162,0
2023-01-07,MA,157,0
2021-03-06,MA,147,0
2022-12-31,MA,147,0
2023-01-21,MA,146,0
2020-07-11,MA,138,0
2021-12-11,MA,138,0
2020-11-28,MA,132,0
2023-02-11,MA,130,0
2021-12-04,MA,129,0
2023-02-18,MA,128,0
2023-03-04,MA,118,0
2020-08-01,MA,116,0
2020-11-21,MA,115,0
2021-03-13,MA,113,0
2022-12-24,MA,110,0
2020-07-18,MA,109,0
2022-12-17,MA,109,0
2021-03-27,MA,107,0
2020-08-15,MA,105,0
2022-11-12,MA,103,0
2023-02-25,MA,102,0
2021-09-25,MA,100,0
2022-10-29,MA,100,0
2021-11-20,MA,98,0
2020-11-14,MA,96,0
2021-10-02,MA,96,0
2022-05-28,MA,96,0
2020-08-08,MA,95,0
2022-11-19,MA,94,0
2022-11-26,MA,94,0
2021-09-18,MA,93,0
2021-10-09,MA,93,0
2021-03-20,MA,92,0
2020-07-25,MA,91,0
2022-12-03,MA,91,0
2022-06-04,MA,89,0
2021-04-10,MA,87,0
2022-12-10,MA,86,0
2022-05-21,MA,85,0
2021-11-06,MA,84,0
2023-03-11,MA,84,0
2020-11-07,MA,83,0
2022-06-18,MA,83,0
2022-11-05,MA,83,0
2022-07-09,MA,82,0
2022-10-22,MA,82,0
2021-10-16,MA,81,0
2021-11-27,MA,81,0
2021-04-24,MA,80,0
2021-10-23,MA,75,0
2021-10-30,MA,75,0
2021-09-11,MA,74,0
2022-06-25,MA,73,0
2022-09-03,MA,73,0
2022-09-10,MA,73,0
2021-04-03,MA,72,0
2022-06-11,MA,72,0
2020-10-31,MA,71,0
2021-05-01,MA,71,0
2021-11-13,MA,71,0
2022-05-07,MA,71,0
2022-10-15,MA,70,0
2021-04-17,MA,68,0
2022-10-08,MA,65,0
2021-05-22,MA,64,0
2022-07-02,MA,62,0
2021-05-15,MA,61,0
2022-08-13,MA,61,0
2022-10-01,MA,60,0
2021-09-04,MA,59,0
2022-05-14,MA,59,0
2022-07-23,MA,59,0
2020-10-17,MA,58,0
2021-05-08,MA,58,0
2022-09-24,MA,58,0
2022-03-19,MA,57,0
2022-08-20,MA,57,0
2020-10-24,MA,52,0
2022-09-17,MA,52,0
2021-05-29,MA,49,0
2022-07-30,MA,49,0
2022-08-06,MA,48,0
2022-08-27,MA,48,0
2021-08-28,MA,47,0
2021-08-14,MA,46,0
2022-04-23,MA,46,0
2020-03-28,MA,43,0
2022-03-26,MA,43,0
2022-04-02,MA,43,0
2022-04-30,MA,41,0
2021-06-05,MA,35,0
2021-08-21,MA,35,0
2020-09-19,MA,33,0
2022-04-16,MA,33,0
2022-07-16,MA,33,0
2020-08-29,MA,31,0
2020-10-10,MA,31,0
2021-07-31,MA,31,0
2021-06-12,MA,29,0
2021-07-17,MA,28,0
2022-04-09,MA,28,0
2020-10-03,MA,27,0
2021-07-24,MA,27,0
2020-09-05,MA,25,0
2020-09-12,MA,25,0
2021-06-19,MA,25,0
2020-09-26,MA,22,0
2021-06-26,MA,18,0
2021-07-10,MA,15,0
2021-08-07,MA,12,0
2021-07-03,MA,9,0
2020-03-21,MA,1,0
2020-01-25,MA,0,0
2020-02-01,MA,0,0
2020-02-08,MA,0,0
2020-02-15,MA,0,0
2020-02-22,MA,0,0
2020-02-29,MA,0,0
2020-03-07,MA,0,0
2020-03-14,MA,0,0
2020-01-25,MI,0,0
2020-02-01,MI,0,0
2020-02-08,MI,0,0
2020-02-15,MI,0,0
2020-02-22,MI,0,0
2020-02-29,MI,0,0
2020-03-07,MI,0,0
2020-03-14,MI,1,0
2020-03-21,MI,5,0
2020-03-28,MI,124,0
2020-04-04,MI,455,0
2020-04-11,MI,902,0
2020-04-18,MI,973,0
2020-04-25,MI,879,0
2020-05-02,MI,885,0
2020-05-09,MI,533,0
2020-05-16,MI,357,0
2020-05-23,MI,346,0
2020-05-30,MI,244,0
2020-06-06,MI,212,0
2020-06-13,MI,97,0
2020-06-20,MI,74,0
2020-06-27,MI,66,0
2020-07-04,MI,65,0
2020-07-11,MI,95,0
2020-07-18,MI,51,0
2020-07-25,MI,36,0
2020-08-01,MI,57,0
2020-08-08,MI,71,0
2020-08-15,MI,68,0
2020-08-22,MI,69,0
2020-08-29,MI,57,0
2020-09-05,MI,94,0
2020-09-12,MI,105,0
2020-09-19,MI,60,0
2020-09-26,MI,75,0
2020-10-03,MI,80,0
2020-10-10,MI,95,0
2020-10-17,MI,121,0
2020-10-24,MI,182,0
2020-10-31,MI,177,0
2020-11-07,MI,246,0
2020-11-14,MI,431,0
2020-11-21,MI,499,0
2020-11-28,MI,592,0
2020-12-05,MI,854,0
2020-12-12,MI,874,0
2020-12-19,MI,879,0
2020-12-26,MI,616,0
2021-01-02,MI,616,0
2021-01-09,MI,839,0
2021-01-16,MI,524,0
2021-01-23,MI,512,0
2021-01-30,MI,344,0
2021-02-06,MI,329,0
2021-02-13,MI,265,0
2021-02-20,MI,223,0
2021-02-27,MI,166,0
2021-03-06,MI,150,0
2021-03-13,MI,111,0
2021-03-20,MI,137,0
2021-03-27,MI,141,0
2021-04-03,MI,212,0
2021-04-10,MI,304,0
2021-04-17,MI,371,0
2021-04-24,MI,475,0
2021-05-01,MI,484,0
2021-05-08,MI,484,0
2021-05-15,MI,413,0
2021-05-22,MI,350,0
2021-05-29,MI,236,0
2021-06-05,MI,212,0
2021-06-12,MI,190,0
2021-06-19,MI,84,0
2021-06-26,MI,97,0
2021-07-03,MI,58,0
2021-07-10,MI,50,0
2021-07-17,MI,50,0
2021-07-24,MI,37,0
2021-07-31,MI,42,0
2021-08-07,MI,33,0
2021-08-14,MI,63,0
2021-08-21,MI,109,0
2021-08-28,MI,127,0
2021-09-04,MI,152,0
2021-09-11,MI,149,0
2021-09-18,MI,176,0
2021-09-25,MI,217,0
2021-10-02,MI,225,0
2021-10-09,MI,263,0
2021-10-16,MI,267,0
2021-10-23,MI,340,0
2021-10-30,MI,353,0
2021-11-06,MI,313,0
2021-11-13,MI,333,0
2021-11-20,MI,533,0
2021-11-27,MI,403,0
2021-12-04,MI,864,0
2021-12-11,MI,806,0
2021-12-18,MI,825,0
2021-12-25,MI,606,0
2022-01-01,MI,675,0
2022-01-08,MI,935,0
2022-01-15,MI,754,0
2022-01-22,MI,793,0
2022-01-29,MI,695,0
2022-02-05,MI,676,0
2022-02-12,MI,590,0
2022-02-19,MI,535,0
2022-02-26,MI,479,0
2022-03-05,MI,364,0
2022-03-12,MI,347,0
2022-03-19,MI,230,0
2022-03-26,MI,154,0
2022-04-02,MI,134,0
2022-04-09,MI,70,0
2022-04-16,MI,81,0
2022-04-23,MI,78,0
2022-04-30,MI,67,0
2022-05-07,MI,62,0
2022-05-14,MI,76,0
2022-05-21,MI,78,0
2022-05-28,MI,139,0
2022-06-04,MI,50,0
2022-06-11,MI,131,0
2022-06-18,MI,137,0
2022-06-25,MI,69,0
2022-07-02,MI,174,0
2022-07-09,MI,64,0
2022-07-16,MI,160,0
2022-07-23,MI,149,0
2022-07-30,MI,137,0
2022-08-06,MI,106,0
2022-08-13,MI,137,0
2022-08-20,MI,103,0
2022-08-27,MI,135,0
2022-09-03,MI,129,0
2022-09-10,MI,83,0
2022-09-17,MI,196,0
2022-09-24,MI,147,0
2022-10-01,MI,160,0
2022-10-08,MI,143,0
2022-10-15,MI,152,0
2022-10-22,MI,173,0
2022-10-29,MI,158,0
2022-11-05,MI,156,0
2022-11-12,MI,168,0
2022-11-19,MI,123,0
2022-11-26,MI,275,0
2022-12-03,MI,113,0
2022-12-10,MI,242,0
2022-12-17,MI,181,0
2022-12-24,MI,149,0
2022-12-31,MI,110,0
2023-01-07,MI,69,0
2023-01-14,MI,165,0
2023-01-21,MI,184,0
2023-01-28,MI,260,0
2023-02-04,MI,245,0
2023-02-11,MI,119,0
2023-02-18,MI,59,0
2023-02-25,MI,89,0
2023-03-04,MI,139,0
2023-03-11,MI,109,0
2020-12-12,MN,439,0
2020-12-19,MN,421,0
2020-12-05,MN,399,0
2020-11-21,MN,327,0
2020-12-26,MN,327,0
2020-11-28,MN,323,0
2021-01-09,MN,295,0
2021-12-04,MN,278,0
2021-01-02,MN,270,0
2021-12-11,MN,256,0
2020-11-14,MN,251,0
2022-01-08,MN,250,0
2022-01-29,MN,241,0
2021-12-18,MN,239,0
2021-01-16,MN,224,0
2022-02-05,MN,217,0
2022-01-01,MN,216,0
2022-02-12,MN,208,0
2021-12-25,MN,205,0
2022-01-15,MN,205,0
2021-03-13,MN,195,1
2021-11-27,MN,183,0
2022-01-22,MN,180,0
2021-01-23,MN,176,0
2020-05-30,MN,175,0
2022-02-19,MN,174,0
2020-11-07,MN,168,0
2021-11-13,MN,168,0
2020-05-09,MN,164,0
2021-11-06,MN,159,0
2021-11-20,MN,159,0
2020-05-23,MN,152,0
2020-05-16,MN,151,0
2020-05-02,MN,150,0
2020-06-06,MN,145,0
2021-10-09,MN,135,0
2020-06-13,MN,133,0
2021-10-30,MN,132,0
2020-10-31,MN,130,0
2021-10-23,MN,130,0
2022-02-26,MN,130,0
2021-01-30,MN,124,0
2020-04-25,MN,123,0
2021-10-16,MN,123,0
2022-03-05,MN,112,0
2020-10-24,MN,111,0
2021-10-02,MN,104,0
2020-08-22,MN,102,0
2021-02-06,MN,102,0
2021-05-01,MN,97,0
2021-09-25,MN,93,0
2021-09-18,MN,91,0
2022-03-12,MN,91,0
2020-06-20,MN,90,0
2020-10-17,MN,86,0
2020-08-15,MN,84,0
2021-02-13,MN,80,0
2023-02-11,MN,80,0
2023-01-28,MN,78,0
2021-05-22,MN,77,0
2021-03-06,MN,71,0
2020-10-03,MN,70,0
2021-05-08,MN,70,0
2021-04-10,MN,69,0
2021-04-24,MN,67,0
2022-03-19,MN,67,0
2022-12-17,MN,65,0
2023-01-14,MN,64,0
2021-05-15,MN,62,0
2021-04-17,MN,61,0
2022-12-10,MN,61,0
2023-02-18,MN,60,0
2020-10-10,MN,58,0
2021-03-27,MN,58,0
2022-03-26,MN,58,0
2022-11-12,MN,58,0
2020-04-18,MN,57,0
2020-09-19,MN,57,0
2022-11-26,MN,57,0
2020-08-29,MN,56,0
2020-09-12,MN,55,0
2021-05-29,MN,55,0
2022-06-11,MN,55,0
2022-09-24,MN,55,0
2022-12-03,MN,55,0
2023-01-21,MN,55,0
2021-02-20,MN,54,0
2023-03-04,MN,54,0
2022-12-24,MN,53,0
2021-02-27,MN,52,0
2020-07-04,MN,51,0
2022-04-02,MN,51,0
2022-05-28,MN,51,0
2022-07-30,MN,51,0
2022-11-19,MN,51,0
2021-04-03,MN,50,0
2023-03-11,MN,50,0
2022-09-17,MN,49,0
2020-06-27,MN,48,0
2021-09-11,MN,48,0
2022-10-22,MN,48,0
2022-11-05,MN,48,0
2023-02-04,MN,48,0
2022-12-31,MN,47,0
2021-09-04,MN,45,0
2022-05-14,MN,44,0
2022-07-16,MN,44,0
2022-10-08,MN,44,0
2020-08-08,MN,43,0
2021-06-05,MN,43,0
2022-10-15,MN,43,0
2021-06-12,MN,42,0
2021-06-26,MN,42,0
2022-08-13,MN,42,0
2022-09-03,MN,42,0
2020-07-18,MN,41,0
2020-09-26,MN,41,0
2022-06-25,MN,41,0
2020-04-11,MN,40,0
2020-09-05,MN,40,0
2022-04-09,MN,40,0
2021-08-28,MN,39,0
2022-10-29,MN,39,0
2022-04-23,MN,38,0
2022-05-21,MN,38,0
2022-09-10,MN,38,0
2022-10-01,MN,38,0
2022-07-23,MN,37,0
2023-01-07,MN,37,0
2021-03-20,MN,36,0
2022-06-04,MN,36,0
2022-08-27,MN,36,0
2020-08-01,MN,35,0
2021-08-14,MN,35,0
2020-07-11,MN,34,0
2022-04-16,MN,34,0
2022-07-09,MN,34,0
2020-07-25,MN,33,0
2021-06-19,MN,33,0
2021-07-03,MN,32,0
2021-08-21,MN,31,0
2022-06-18,MN,31,0
2022-08-20,MN,31,0
2022-05-07,MN,27,0
2022-08-06,MN,27,0
2021-08-07,MN,26,0
2022-04-30,MN,26,0
2022-07-02,MN,26,0
2023-02-25,MN,24,0
2020-04-04,MN,19,0
2021-07-31,MN,18,0
2021-07-24,MN,15,0
2021-07-17,MN,13,0
2021-07-10,MN,12,0
2020-03-28,MN,4,0
2020-03-21,MN,1,0
2020-01-25,MN,0,0
2020-02-01,MN,0,0
2020-02-08,MN,0,0
2020-02-15,MN,0,0
2020-02-22,MN,0,0
2020-02-29,MN,0,0
2020-03-07,MN,0,0
2020-03-14,MN,0,0
2020-01-25,MS,0,0
2020-02-01,MS,0,0
2020-02-08,MS,0,0
2020-02-15,MS,0,0
2020-02-22,MS,0,0
2020-02-29,MS,0,0
2020-03-07,MS,0,0
2020-03-14,MS,0,0
2020-03-21,MS,1,0
2020-03-28,MS,12,0
2020-04-04,MS,22,0
2020-04-11,MS,58,0
2020-04-18,MS,59,0
2020-04-25,MS,69,0
2020-05-02,MS,70,0
2020-05-09,MS,130,0
2020-05-16,MS,89,0
2020-05-23,MS,106,0
2020-05-30,MS,107,0
2020-06-06,MS,88,0
2020-06-13,MS,78,0
2020-06-20,MS,49,0
2020-06-27,MS,97,0
2020-07-04,MS,72,0
2020-07-11,MS,123,0
2020-07-18,MS,116,0
2020-07-25,MS,132,0
2020-08-01,MS,215,0
2020-08-08,MS,181,0
2020-08-15,MS,206,0
2020-08-22,MS,157,0
2020-08-29,MS,190,0
2020-09-05,MS,142,0
2020-09-12,MS,116,0
2020-09-19,MS,124,0
2020-09-26,MS,102,0
2020-10-03,MS,100,0
2020-10-10,MS,85,0
2020-10-17,MS,75,0
2020-10-24,MS,84,0
2020-10-31,MS,79,0
