,date,USPS,out,diff,low_date,Problem,Correction,,,,
4723,7/23/2022,NV,,,1/25/2000,,,,,,
4724,7/30/2022,NV,,,1/25/2000,,,,,,
4725,8/6/2022,NV,,,1/25/2000,,,,,,
4726,8/13/2022,NV,,,1/25/2000,,,,,,
4727,8/20/2022,NV,,,1/25/2000,,,,,,
4728,8/27/2022,NV,,,1/25/2000,,,,,,
4729,9/3/2022,NV,,,1/25/2000,,,,,,
4730,9/10/2022,NV,,,1/25/2000,,,,,,
4731,9/17/2022,NV,,,1/25/2000,,,,,,
4732,9/24/2022,NV,,,1/25/2000,,,,,,
4733,10/1/2022,NV,,,1/25/2000,,,,,,
4734,10/8/2022,NV,,,1/25/2000,,,,,,
4735,10/15/2022,NV,,,1/25/2000,,,,,,
4736,10/22/2022,NV,,,1/25/2000,,,,,,
4737,10/29/2022,NV,,,1/25/2000,,,,,,
4738,11/5/2022,NV,,,1/25/2000,,,,,,
4739,11/12/2022,NV,,,1/25/2000,,,,,,
4740,11/19/2022,NV,,,1/25/2000,,,,,,
4741,11/26/2022,NV,,,1/25/2000,,,,,,
4742,12/3/2022,NV,,,1/25/2000,,,,,,
4743,12/10/2022,NV,,,1/25/2000,,,,,,
4744,12/17/2022,NV,,,1/25/2000,,,,,,
4745,12/24/2022,NV,,,1/25/2000,,,,,,
4746,12/31/2022,NV,,,1/25/2000,,,,,,
4747,1/7/2023,NV,,,1/25/2000,,,,,,
4748,1/14/2023,NV,,,1/25/2000,,,,,,
4749,1/21/2023,NV,,,1/25/2000,,,,,,
4750,1/28/2023,NV,,,1/25/2000,,,,,,
4751,2/4/2023,NV,,,1/25/2000,,,,,,
4752,2/11/2023,NV,,,1/25/2000,,,,,,
4753,2/18/2023,NV,,,1/25/2000,,,,,,
4754,2/25/2023,NV,,,1/25/2000,,,,,,
4755,3/4/2023,NV,,,1/25/2000,,,,,,
4756,3/11/2023,NV,,,1/25/2000,,,,,,
4757,1/25/2020,NH,,,1/25/2000,,,,,,
4758,2/1/2020,NH,,,1/25/2000,,,,,,
4759,2/8/2020,NH,,,1/25/2000,,,,,,
4760,2/15/2020,NH,,,1/25/2000,,,,,,
4761,2/22/2020,NH,,,1/25/2000,,,,,,
4762,2/29/2020,NH,,,1/25/2000,,,,,,
4763,3/7/2020,NH,,,1/25/2000,,,,,,
4764,3/14/2020,NH,,,1/25/2000,,,,,,
4765,3/21/2020,NH,,,1/25/2000,,,,,,
4766,3/28/2020,NH,,,1/25/2000,,,,,,
4767,4/4/2020,NH,,,1/25/2000,,,,,,
4768,4/11/2020,NH,,,1/25/2000,,,,,,
4769,4/18/2020,NH,,,1/25/2000,,,,,,
4770,4/25/2020,NH,,,1/25/2000,,,,,,
4771,5/2/2020,NH,,,1/25/2000,,,,,,
4772,5/9/2020,NH,,,1/25/2000,,,,,,
4773,5/16/2020,NH,,,1/25/2000,,,,,,
4774,5/23/2020,NH,,,1/25/2000,,,,,,
4775,5/30/2020,NH,,,1/25/2000,,,,,,
4776,6/6/2020,NH,,,1/25/2000,,,,,,
4777,6/13/2020,NH,,,1/25/2000,,,,,,
4778,6/20/2020,NH,,,1/25/2000,,,,,,
4779,6/27/2020,NH,,,1/25/2000,,,,,,
4780,7/4/2020,NH,,,1/25/2000,,,,,,
4781,7/11/2020,NH,,,1/25/2000,,,,,,
4782,7/18/2020,NH,,,1/25/2000,,,,,,
4783,7/25/2020,NH,,,1/25/2000,,,,,,
4784,8/1/2020,NH,,,1/25/2000,,,,,,
4785,8/8/2020,NH,,,1/25/2000,,,,,,
4786,8/15/2020,NH,,,1/25/2000,,,,,,
4787,8/22/2020,NH,,,1/25/2000,,,,,,
4788,8/29/2020,NH,,,1/25/2000,,,,,,
4789,9/5/2020,NH,,,1/25/2000,,,,,,
4790,9/12/2020,NH,,,1/25/2000,,,,,,
4791,9/19/2020,NH,,,1/25/2000,,,,,,
4792,9/26/2020,NH,,,1/25/2000,,,,,,
4793,10/3/2020,NH,,,1/25/2000,,,,,,
4794,10/10/2020,NH,,,1/25/2000,,,,,,
4795,10/17/2020,NH,,,1/25/2000,,,,,,
4796,10/24/2020,NH,,,1/25/2000,,,,,,
4797,10/31/2020,NH,,,1/25/2000,,,,,,
4798,11/7/2020,NH,,,1/25/2000,,,,,,
4799,11/14/2020,NH,,,1/25/2000,,,,,,
4800,11/21/2020,NH,,,1/25/2000,,,,,,
4801,11/28/2020,NH,,,1/25/2000,,,,,,
4802,12/5/2020,NH,,,1/25/2000,,,,,,
4803,12/12/2020,NH,,,1/25/2000,,,,,,
4804,12/19/2020,NH,,,1/25/2000,,,,,,
4805,12/26/2020,NH,,,1/25/2000,,,,,,
4806,1/2/2021,NH,,,1/25/2000,,,,,,
4807,1/9/2021,NH,,,1/25/2000,,,,,,
4808,1/16/2021,NH,,,1/25/2000,,,,,,
4809,1/23/2021,NH,,,1/25/2000,,,,,,
4810,1/30/2021,NH,,,1/25/2000,,,,,,
4811,2/6/2021,NH,,,1/25/2000,,,,,,
4812,2/13/2021,NH,,,1/25/2000,,,,,,
4813,2/20/2021,NH,,,1/25/2000,,,,,,
4814,2/27/2021,NH,,,1/25/2000,,,,,,
4815,3/6/2021,NH,,,1/25/2000,,,,,,
4816,3/13/2021,NH,,,1/25/2000,,,,,,
4817,3/20/2021,NH,,,1/25/2000,,,,,,
4818,3/27/2021,NH,,,1/25/2000,,,,,,
4819,4/3/2021,NH,,,1/25/2000,,,,,,
4820,4/10/2021,NH,,,1/25/2000,,,,,,
4821,4/17/2021,NH,,,1/25/2000,,,,,,
4822,4/24/2021,NH,,,1/25/2000,,,,,,
4823,5/1/2021,NH,,,1/25/2000,,,,,,
4824,5/8/2021,NH,,,1/25/2000,,,,,,
4825,5/15/2021,NH,,,1/25/2000,,,,,,
4826,5/22/2021,NH,,,1/25/2000,,,,,,
4827,5/29/2021,NH,,,1/25/2000,,,,,,
4828,6/5/2021,NH,,,1/25/2000,,,,,,
4829,6/12/2021,NH,,,1/25/2000,,,,,,
4830,6/19/2021,NH,,,1/25/2000,,,,,,
4831,6/26/2021,NH,,,1/25/2000,,,,,,
4832,7/3/2021,NH,,,1/25/2000,,,,,,
4833,7/10/2021,NH,,,1/25/2000,,,,,,
4834,7/17/2021,NH,,,1/25/2000,,,,,,
4835,7/24/2021,NH,,,1/25/2000,,,,,,
4836,7/31/2021,NH,,,1/25/2000,,,,,,
4837,8/7/2021,NH,,,1/25/2000,,,,,,
4838,8/14/2021,NH,,,1/25/2000,,,,,,
4839,8/21/2021,NH,,,1/25/2000,,,,,,
4840,8/28/2021,NH,,,1/25/2000,,,,,,
4841,9/4/2021,NH,,,1/25/2000,,,,,,
4842,9/11/2021,NH,,,1/25/2000,,,,,,
4843,9/18/2021,NH,,,1/25/2000,,,,,,
4844,9/25/2021,NH,,,1/25/2000,,,,,,
4845,10/2/2021,NH,,,1/25/2000,,,,,,
4846,10/9/2021,NH,,,1/25/2000,,,,,,
4847,10/16/2021,NH,,,1/25/2000,,,,,,
4848,10/23/2021,NH,,,1/25/2000,,,,,,
4849,10/30/2021,NH,,,1/25/2000,,,,,,
4850,11/6/2021,NH,,,1/25/2000,,,,,,
4851,11/13/2021,NH,,,1/25/2000,,,,,,
4852,11/20/2021,NH,,,1/25/2000,,,,,,
4853,11/27/2021,NH,,,1/25/2000,,,,,,
4854,12/4/2021,NH,,,1/25/2000,,,,,,
4855,12/11/2021,NH,,,1/25/2000,,,,,,
4856,12/18/2021,NH,,,1/25/2000,,,,,,
4857,12/25/2021,NH,,,1/25/2000,,,,,,
4858,1/1/2022,NH,,,1/25/2000,,,,,,
4859,1/8/2022,NH,,,1/25/2000,,,,,,
4860,1/15/2022,NH,,,1/25/2000,,,,,,
4861,1/22/2022,NH,,,1/25/2000,,,,,,
4862,1/29/2022,NH,,,1/25/2000,,,,,,
4863,2/5/2022,NH,,,1/25/2000,,,,,,
4864,2/12/2022,NH,,,1/25/2000,,,,,,
4865,2/19/2022,NH,,,1/25/2000,,,,,,
4866,2/26/2022,NH,,,1/25/2000,,,,,,
4867,3/5/2022,NH,,,1/25/2000,,,,,,
4868,3/12/2022,NH,,,1/25/2000,,,,,,
4869,3/19/2022,NH,,,1/25/2000,,,,,,
4870,3/26/2022,NH,,,1/25/2000,,,,,,
4871,4/2/2022,NH,,,1/25/2000,,,,,,
4872,4/9/2022,NH,,,1/25/2000,,,,,,
4873,4/16/2022,NH,,,1/25/2000,,,,,,
4874,4/23/2022,NH,,,1/25/2000,,,,,,
4875,4/30/2022,NH,,,1/25/2000,,,,,,
4876,5/7/2022,NH,,,1/25/2000,,,,,,
4877,5/14/2022,NH,,,1/25/2000,,,,,,
4878,5/21/2022,NH,,,1/25/2000,,,,,,
4879,5/28/2022,NH,,,1/25/2000,,,,,,
4880,6/4/2022,NH,,,1/25/2000,,,,,,
4881,6/11/2022,NH,,,1/25/2000,,,,,,
4882,6/18/2022,NH,,,1/25/2000,,,,,,
4883,6/25/2022,NH,,,1/25/2000,,,,,,
4884,7/2/2022,NH,,,1/25/2000,,,,,,
4885,7/9/2022,NH,,,1/25/2000,,,,,,
4886,7/16/2022,NH,,,1/25/2000,,,,,,
4887,7/23/2022,NH,,,1/25/2000,,,,,,
4888,7/30/2022,NH,,,1/25/2000,,,,,,
4889,8/6/2022,NH,,,1/25/2000,,,,,,
4890,8/13/2022,NH,,,1/25/2000,,,,,,
4891,8/20/2022,NH,,,1/25/2000,,,,,,
4892,8/27/2022,NH,,,1/25/2000,,,,,,
4893,9/3/2022,NH,,,1/25/2000,,,,,,
4894,9/10/2022,NH,,,1/25/2000,,,,,,
4895,9/17/2022,NH,,,1/25/2000,,,,,,
4896,9/24/2022,NH,,,1/25/2000,,,,,,
4897,10/1/2022,NH,,,1/25/2000,,,,,,
4898,10/8/2022,NH,,,1/25/2000,,,,,,
4899,10/15/2022,NH,,,1/25/2000,,,,,,
4900,10/22/2022,NH,,,1/25/2000,,,,,,
4901,10/29/2022,NH,,,1/25/2000,,,,,,
4902,11/5/2022,NH,,,1/25/2000,,,,,,
4903,11/12/2022,NH,,,1/25/2000,,,,,,
4904,11/19/2022,NH,,,1/25/2000,,,,,,
4905,11/26/2022,NH,,,1/25/2000,,,,,,
4906,12/3/2022,NH,,,1/25/2000,,,,,,
4907,12/10/2022,NH,,,1/25/2000,,,,,,
4908,12/17/2022,NH,,,1/25/2000,,,,,,
4909,12/24/2022,NH,,,1/25/2000,,,,,,
4910,12/31/2022,NH,,,1/25/2000,,,,,,
4911,1/7/2023,NH,,,1/25/2000,,,,,,
4912,1/14/2023,NH,,,1/25/2000,,,,,,
4913,1/21/2023,NH,,,1/25/2000,,,,,,
4914,1/28/2023,NH,,,1/25/2000,,,,,,
4915,2/4/2023,NH,,,1/25/2000,,,,,,
4916,2/11/2023,NH,,,1/25/2000,,,,,,
4917,2/18/2023,NH,,,1/25/2000,,,,,,
4918,2/25/2023,NH,,,1/25/2000,,,,,,
4919,3/4/2023,NH,,,1/25/2000,,,,,,
4920,3/11/2023,NH,,,1/25/2000,,,,,,
4921,1/25/2020,NJ,,,1/25/2000,,,,,,
4922,2/1/2020,NJ,,,1/25/2000,,,,,,
4923,2/8/2020,NJ,,,1/25/2000,,,,,,
4924,2/15/2020,NJ,,,1/25/2000,,,,,,
4925,2/22/2020,NJ,,,1/25/2000,,,,,,
4926,2/29/2020,NJ,,,1/25/2000,,,,,,
4927,3/7/2020,NJ,,,1/25/2000,,,,,,
4928,3/14/2020,NJ,,,1/25/2000,,,,,,
4929,3/21/2020,NJ,,,1/25/2000,,,,,,
4930,3/28/2020,NJ,,,1/25/2000,,,,,,
4931,4/4/2020,NJ,,,1/25/2000,,,,,,
4932,4/11/2020,NJ,,,1/25/2000,,,,,,
4933,4/18/2020,NJ,,,1/25/2000,,,,,,
4934,4/25/2020,NJ,,,1/25/2000,,,,,,
4935,5/2/2020,NJ,,,1/25/2000,,,,,,
4936,5/9/2020,NJ,,,1/25/2000,,,,,,
4937,5/16/2020,NJ,,,1/25/2000,,,,,,
4938,5/23/2020,NJ,,,1/25/2000,,,,,,
4939,5/30/2020,NJ,,,1/25/2000,Release of probable deaths,,,,,
4940,6/6/2020,NJ,,,1/25/2000,,,,,,
4941,6/13/2020,NJ,,,1/25/2000,,,,,,
4942,6/20/2020,NJ,,,1/25/2000,,,,,,
4943,6/27/2020,NJ,,,1/25/2000,,,,,,
4944,7/4/2020,NJ,,,1/25/2000,,,,,,
4945,7/11/2020,NJ,,,1/25/2000,,,,,,
4946,7/18/2020,NJ,,,1/25/2000,,,,,,
4947,7/25/2020,NJ,,,1/25/2000,,,,,,
4948,8/1/2020,NJ,,,1/25/2000,,,,,,
4949,8/8/2020,NJ,,,1/25/2000,,"Redistribution of probable deaths into Unassigned, New Jersey",,,,
4950,8/15/2020,NJ,,,1/25/2000,,,,,,
4951,8/22/2020,NJ,,,1/25/2000,,,,,,
4952,8/29/2020,NJ,,,1/25/2000,,,,,,
4953,9/5/2020,NJ,,,1/25/2000,,,,,,
4954,9/12/2020,NJ,,,1/25/2000,,,,,,
4955,9/19/2020,NJ,,,1/25/2000,,,,,,
4956,9/26/2020,NJ,,,1/25/2000,,,,,,
4957,10/3/2020,NJ,,,1/25/2000,,,,,,
4958,10/10/2020,NJ,,,1/25/2000,,,,,,
4959,10/17/2020,NJ,,,1/25/2000,,,,,,
4960,10/24/2020,NJ,,,1/25/2000,,,,,,
4961,10/31/2020,NJ,,,1/25/2000,,,,,,
4962,11/7/2020,NJ,,,1/25/2000,,,,,,
4963,11/14/2020,NJ,,,1/25/2000,,,,,,
4964,11/21/2020,NJ,,,1/25/2000,,,,,,
4965,11/28/2020,NJ,,,1/25/2000,,,,,,
4966,12/5/2020,NJ,,,1/25/2000,,,,,,
4967,12/12/2020,NJ,,,1/25/2000,,,,,,
4968,12/19/2020,NJ,,,1/25/2000,,,,,,
4969,12/26/2020,NJ,,,1/25/2000,,,,,,
4970,1/2/2021,NJ,,,1/25/2000,,,,,,
4971,1/9/2021,NJ,,,1/25/2000,,,,,,
4972,1/16/2021,NJ,,,1/25/2000,,,,,,
4973,1/23/2021,NJ,,,1/25/2000,,,,,,
4974,1/30/2021,NJ,,,1/25/2000,,,,,,
4975,2/6/2021,NJ,,,1/25/2000,,,,,,
4976,2/13/2021,NJ,,,1/25/2000,,,,,,
4977,2/20/2021,NJ,,,1/25/2000,,,,,,
4978,2/27/2021,NJ,,,1/25/2000,,,,,,
4979,3/6/2021,NJ,,,1/25/2000,,,,,,
4980,3/13/2021,NJ,,,1/25/2000,,,,,,
4981,3/20/2021,NJ,,,1/25/2000,,,,,,
4982,3/27/2021,NJ,,,1/25/2000,,,,,,
4983,4/3/2021,NJ,,,1/25/2000,,,,,,
4984,4/10/2021,NJ,,,1/25/2000,,,,,,
4985,4/17/2021,NJ,,,1/25/2000,,,,,,
4986,4/24/2021,NJ,,,1/25/2000,,,,,,
4987,5/1/2021,NJ,,,1/25/2000,,,,,,
4988,5/8/2021,NJ,,,1/25/2000,,,,,,
4989,5/15/2021,NJ,,,1/25/2000,,,,,,
4990,5/22/2021,NJ,,,1/25/2000,,,,,,
4991,5/29/2021,NJ,,,1/25/2000,,,,,,
4992,6/5/2021,NJ,,,1/25/2000,,,,,,
4993,6/12/2021,NJ,,,1/25/2000,,,,,,
4994,6/19/2021,NJ,,,1/25/2000,,,,,,
4995,6/26/2021,NJ,,,1/25/2000,,,,,,
4996,7/3/2021,NJ,,,1/25/2000,,,,,,
4997,7/10/2021,NJ,,,1/25/2000,,,,,,
4998,7/17/2021,NJ,,,1/25/2000,,,,,,
4999,7/24/2021,NJ,,,1/25/2000,,,,,,
5000,7/31/2021,NJ,,,1/25/2000,,,,,,
5001,8/7/2021,NJ,,,1/25/2000,,,,,,
5002,8/14/2021,NJ,,,1/25/2000,,,,,,
5003,8/21/2021,NJ,,,1/25/2000,,,,,,
5004,8/28/2021,NJ,,,1/25/2000,,,,,,
5005,9/4/2021,NJ,,,1/25/2000,,,,,,
5006,9/11/2021,NJ,,,1/25/2000,,,,,,
5007,9/18/2021,NJ,,,1/25/2000,,,,,,
5008,9/25/2021,NJ,,,1/25/2000,,,,,,
5009,10/2/2021,NJ,,,1/25/2000,,,,,,
5010,10/9/2021,NJ,,,1/25/2000,,,,,,
5011,10/16/2021,NJ,,,1/25/2000,,,,,,
5012,10/23/2021,NJ,,,1/25/2000,,,,,,
5013,10/30/2021,NJ,,,1/25/2000,,,,,,
5014,11/6/2021,NJ,,,1/25/2000,,,,,,
5015,11/13/2021,NJ,,,1/25/2000,,,,,,
5016,11/20/2021,NJ,,,1/25/2000,,,,,,
5017,11/27/2021,NJ,,,1/25/2000,,,,,,
5018,12/4/2021,NJ,,,1/25/2000,,,,,,
5019,12/11/2021,NJ,,,1/25/2000,,,,,,
5020,12/18/2021,NJ,,,1/25/2000,,,,,,
5021,12/25/2021,NJ,,,1/25/2000,,,,,,
5022,1/1/2022,NJ,,,1/25/2000,,,,,,
5023,1/8/2022,NJ,,,1/25/2000,,,,,,
5024,1/15/2022,NJ,,,1/25/2000,,,,,,
5025,1/22/2022,NJ,,,1/25/2000,,,,,,
5026,1/29/2022,NJ,,,1/25/2000,,,,,,
5027,2/5/2022,NJ,,,1/25/2000,,,,,,
5028,2/12/2022,NJ,,,1/25/2000,,,,,,
5029,2/19/2022,NJ,,,1/25/2000,,,,,,
5030,2/26/2022,NJ,,,1/25/2000,,,,,,
5031,3/5/2022,NJ,,,1/25/2000,,,,,,
5032,3/12/2022,NJ,,,1/25/2000,,,,,,
5033,3/19/2022,NJ,,,1/25/2000,,,,,,
5034,3/26/2022,NJ,,,1/25/2000,,,,,,
5035,4/2/2022,NJ,,,1/25/2000,,,,,,
5036,4/9/2022,NJ,,,1/25/2000,,,,,,
5037,4/16/2022,NJ,,,1/25/2000,,,,,,
5038,4/23/2022,NJ,,,1/25/2000,,,,,,
5039,4/30/2022,NJ,,,1/25/2000,,,,,,
5040,5/7/2022,NJ,,,1/25/2000,,,,,,
5041,5/14/2022,NJ,,,1/25/2000,,,,,,
5042,5/21/2022,NJ,,,1/25/2000,,,,,,
5043,5/28/2022,NJ,,,1/25/2000,,,,,,
5044,6/4/2022,NJ,,,1/25/2000,,,,,,
5045,6/11/2022,NJ,,,1/25/2000,,,,,,
5046,6/18/2022,NJ,,,1/25/2000,,,,,,
5047,6/25/2022,NJ,,,1/25/2000,,,,,,
5048,7/2/2022,NJ,,,1/25/2000,,,,,,
5049,7/9/2022,NJ,,,1/25/2000,,,,,,
5050,7/16/2022,NJ,,,1/25/2000,,,,,,
5051,7/23/2022,NJ,,,1/25/2000,,,,,,
5052,7/30/2022,NJ,,,1/25/2000,,,,,,
5053,8/6/2022,NJ,,,1/25/2000,,,,,,
5054,8/13/2022,NJ,,,1/25/2000,,,,,,
5055,8/20/2022,NJ,,,1/25/2000,,,,,,
5056,8/27/2022,NJ,,,1/25/2000,,,,,,
5057,9/3/2022,NJ,,,1/25/2000,,,,,,
5058,9/10/2022,NJ,,,1/25/2000,,,,,,
5059,9/17/2022,NJ,,,1/25/2000,,,,,,
5060,9/24/2022,NJ,,,1/25/2000,,,,,,
5061,10/1/2022,NJ,,,1/25/2000,,,,,,
5062,10/8/2022,NJ,,,1/25/2000,,,,,,
5063,10/15/2022,NJ,,,1/25/2000,,,,,,
5064,10/22/2022,NJ,,,1/25/2000,,,,,,
5065,10/29/2022,NJ,,,1/25/2000,,,,,,
5066,11/5/2022,NJ,,,1/25/2000,,,,,,
5067,11/12/2022,NJ,,,1/25/2000,,,,,,
5068,11/19/2022,NJ,,,1/25/2000,,,,,,
5069,11/26/2022,NJ,,,1/25/2000,,,,,,
5070,12/3/2022,NJ,,,1/25/2000,,,,,,
5071,12/10/2022,NJ,,,1/25/2000,,,,,,
5072,12/17/2022,NJ,,,1/25/2000,,,,,,
5073,12/24/2022,NJ,,,1/25/2000,,,,,,
5074,12/31/2022,NJ,,,1/25/2000,,,,,,
5075,1/7/2023,NJ,,,1/25/2000,,,,,,
5076,1/14/2023,NJ,,,1/25/2000,,,,,,
5077,1/21/2023,NJ,,,1/25/2000,,,,,,
5078,1/28/2023,NJ,,,1/25/2000,,,,,,
5079,2/4/2023,NJ,,,1/25/2000,,,,,,
5080,2/11/2023,NJ,,,1/25/2000,,,,,,
5081,2/18/2023,NJ,,,1/25/2000,,,,,,
5082,2/25/2023,NJ,,,1/25/2000,,,,,,
5083,3/4/2023,NJ,,,1/25/2000,,,,,,
5084,3/11/2023,NJ,,,1/25/2000,,,,,,
5085,1/25/2020,NM,,,1/25/2000,,,,,,
5086,2/1/2020,NM,,,1/25/2000,,,,,,
5087,2/8/2020,NM,,,1/25/2000,,,,,,
5088,2/15/2020,NM,,,1/25/2000,,,,,,
5089,2/22/2020,NM,,,1/25/2000,,,,,,
5090,2/29/2020,NM,,,1/25/2000,,,,,,
5091,3/7/2020,NM,,,1/25/2000,,,,,,
5092,3/14/2020,NM,,,1/25/2000,,,,,,
5093,3/21/2020,NM,,,1/25/2000,,,,,,
5094,3/28/2020,NM,,,1/25/2000,,,,,,
5095,4/4/2020,NM,,,1/25/2000,,,,,,
5096,4/11/2020,NM,,,1/25/2000,,,,,,
5097,4/18/2020,NM,,,1/25/2000,,,,,,
5098,4/25/2020,NM,,,1/25/2000,,,,,,
5099,5/2/2020,NM,,,1/25/2000,,,,,,
5100,5/9/2020,NM,,,1/25/2000,,,,,,
5101,5/16/2020,NM,,,1/25/2000,,,,,,
5102,5/23/2020,NM,,,1/25/2000,,,,,,
5103,5/30/2020,NM,,,1/25/2000,,,,,,
5104,6/6/2020,NM,,,1/25/2000,,,,,,
5105,6/13/2020,NM,,,1/25/2000,,,,,,
5106,6/20/2020,NM,,,1/25/2000,,,,,,
5107,6/27/2020,NM,,,1/25/2000,,,,,,
5108,7/4/2020,NM,,,1/25/2000,,,,,,
5109,7/11/2020,NM,,,1/25/2000,,,,,,
5110,7/18/2020,NM,,,1/25/2000,,,,,,
5111,7/25/2020,NM,,,1/25/2000,,,,,,
5112,8/1/2020,NM,,,1/25/2000,,,,,,
5113,8/8/2020,NM,,,1/25/2000,,,,,,
5114,8/15/2020,NM,,,1/25/2000,,,,,,
5115,8/22/2020,NM,,,1/25/2000,,,,,,
5116,8/29/2020,NM,,,1/25/2000,,,,,,
5117,9/5/2020,NM,,,1/25/2000,,,,,,
5118,9/12/2020,NM,,,1/25/2000,,,,,,
5119,9/19/2020,NM,,,1/25/2000,,,,,,
5120,9/26/2020,NM,,,1/25/2000,,,,,,
5121,10/3/2020,NM,,,1/25/2000,,,,,,
5122,10/10/2020,NM,,,1/25/2000,,,,,,
5123,10/17/2020,NM,,,1/25/2000,,,,,,
5124,10/24/2020,NM,,,1/25/2000,,,,,,
5125,10/31/2020,NM,,,1/25/2000,,,,,,
5126,11/7/2020,NM,,,1/25/2000,,,,,,
5127,11/14/2020,NM,,,1/25/2000,,,,,,
5128,11/21/2020,NM,,,1/25/2000,,,,,,
5129,11/28/2020,NM,,,1/25/2000,,,,,,
5130,12/5/2020,NM,,,1/25/2000,,,,,,
5131,12/12/2020,NM,,,1/25/2000,,,,,,
5132,12/19/2020,NM,,,1/25/2000,,,,,,
5133,12/26/2020,NM,,,1/25/2000,,,,,,
5134,1/2/2021,NM,,,1/25/2000,,,,,,
5135,1/9/2021,NM,,,1/25/2000,,,,,,
5136,1/16/2021,NM,,,1/25/2000,,,,,,
5137,1/23/2021,NM,,,1/25/2000,,,,,,
5138,1/30/2021,NM,,,1/25/2000,,,,,,
5139,2/6/2021,NM,,,1/25/2000,,,,,,
5140,2/13/2021,NM,,,1/25/2000,,,,,,
5141,2/20/2021,NM,,,1/25/2000,,,,,,
5142,2/27/2021,NM,,,1/25/2000,,,,,,
5143,3/6/2021,NM,,,1/25/2000,,,,,,
5144,3/13/2021,NM,,,1/25/2000,,,,,,
5145,3/20/2021,NM,,,1/25/2000,,,,,,
5146,3/27/2021,NM,,,1/25/2000,,,,,,
5147,4/3/2021,NM,,,1/25/2000,,,,,,
5148,4/10/2021,NM,,,1/25/2000,,,,,,
5149,4/17/2021,NM,,,1/25/2000,,,,,,
5150,4/24/2021,NM,,,1/25/2000,,,,,,
5151,5/1/2021,NM,,,1/25/2000,,,,,,
5152,5/8/2021,NM,,,1/25/2000,,,,,,
5153,5/15/2021,NM,,,1/25/2000,,,,,,
5154,5/22/2021,NM,,,1/25/2000,,,,,,
5155,5/29/2021,NM,1,100,1/25/2000,Inclusion of approximately 100 deaths identified through death certificate review,,,,,
5156,6/5/2021,NM,,,1/25/2000,,,,,,
5157,6/12/2021,NM,,,1/25/2000,,,,,,
5158,6/19/2021,NM,,,1/25/2000,,,,,,
5159,6/26/2021,NM,,,1/25/2000,,,,,,
5160,7/3/2021,NM,,,1/25/2000,,,,,,
5161,7/10/2021,NM,,,1/25/2000,,,,,,
5162,7/17/2021,NM,,,1/25/2000,,,,,,
5163,7/24/2021,NM,,,1/25/2000,,,,,,
5164,7/31/2021,NM,,,1/25/2000,,,,,,
5165,8/7/2021,NM,,,1/25/2000,,,,,,
5166,8/14/2021,NM,,,1/25/2000,,,,,,
5167,8/21/2021,NM,,,1/25/2000,,,,,,
5168,8/28/2021,NM,,,1/25/2000,,,,,,
5169,9/4/2021,NM,,,1/25/2000,,,,,,
5170,9/11/2021,NM,,,1/25/2000,,,,,,
5171,9/18/2021,NM,,,1/25/2000,,,,,,
5172,9/25/2021,NM,,,1/25/2000,,,,,,
5173,10/2/2021,NM,,,1/25/2000,,,,,,
5174,10/9/2021,NM,,,1/25/2000,,,,,,
5175,10/16/2021,NM,,,1/25/2000,,,,,,
5176,10/23/2021,NM,,,1/25/2000,,,,,,
5177,10/30/2021,NM,,,1/25/2000,,,,,,
5178,11/6/2021,NM,,,1/25/2000,,,,,,
5179,11/13/2021,NM,,,1/25/2000,,,,,,
5180,11/20/2021,NM,,,1/25/2000,,,,,,
5181,11/27/2021,NM,,,1/25/2000,,,,,,
5182,12/4/2021,NM,,,1/25/2000,,,,,,
5183,12/11/2021,NM,,,1/25/2000,,,,,,
5184,12/18/2021,NM,,,1/25/2000,,,,,,
5185,12/25/2021,NM,,,1/25/2000,,,,,,
5186,1/1/2022,NM,,,1/25/2000,,,,,,
5187,1/8/2022,NM,,,1/25/2000,,,,,,
5188,1/15/2022,NM,,,1/25/2000,,,,,,
5189,1/22/2022,NM,,,1/25/2000,,,,,,
5190,1/29/2022,NM,,,1/25/2000,,,,,,
5191,2/5/2022,NM,,,1/25/2000,,,,,,
5192,2/12/2022,NM,,,1/25/2000,,,,,,
5193,2/19/2022,NM,,,1/25/2000,,,,,,
5194,2/26/2022,NM,,,1/25/2000,,,,,,
5195,3/5/2022,NM,,,1/25/2000,,,,,,
5196,3/12/2022,NM,,,1/25/2000,,,,,,
5197,3/19/2022,NM,,,1/25/2000,,,,,,
5198,3/26/2022,NM,,,1/25/2000,,,,,,
5199,4/2/2022,NM,,,1/25/2000,,,,,,
5200,4/9/2022,NM,,,1/25/2000,,,,,,
5201,4/16/2022,NM,,,1/25/2000,,,,,,
5202,4/23/2022,NM,,,1/25/2000,,,,,,
5203,4/30/2022,NM,,,1/25/2000,,,,,,
5204,5/7/2022,NM,,,1/25/2000,,,,,,
5205,5/14/2022,NM,,,1/25/2000,,,,,,
5206,5/21/2022,NM,,,1/25/2000,,,,,,
5207,5/28/2022,NM,,,1/25/2000,,,,,,
5208,6/4/2022,NM,,,1/25/2000,,,,,,
5209,6/11/2022,NM,,,1/25/2000,,,,,,
5210,6/18/2022,NM,,,1/25/2000,,,,,,
5211,6/25/2022,NM,,,1/25/2000,,,,,,
5212,7/2/2022,NM,,,1/25/2000,,,,,,
5213,7/9/2022,NM,,,1/25/2000,,,,,,
