state,USPS,datew,incidD,date
Utah,UT,2020-03-21,0,2020-03-21
Utah,UT,2020-03-28,1,2020-03-28
Utah,UT,2020-04-04,5,2020-04-04
Utah,UT,2020-04-11,5,2020-04-11
Utah,UT,2020-04-18,12,2020-04-18
Utah,UT,2020-04-25,13,2020-04-25
Utah,UT,2020-05-02,8,2020-05-02
Utah,UT,2020-05-09,16,2020-05-09
Utah,UT,2020-05-16,11,2020-05-16
Utah,UT,2020-05-23,17,2020-05-23
Utah,UT,2020-05-30,11,2020-05-30
Utah,UT,2020-06-06,8,2020-06-06
Utah,UT,2020-06-13,16,2020-06-13
Utah,UT,2020-06-20,12,2020-06-20
Utah,UT,2020-06-27,8,2020-06-27
Utah,UT,2020-07-04,9,2020-07-04
Utah,UT,2020-07-11,27,2020-07-11
Utah,UT,2020-07-18,18,2020-07-18
Utah,UT,2020-07-25,25,2020-07-25
Utah,UT,2020-08-01,31,2020-08-01
Utah,UT,2020-08-08,24,2020-08-08
Utah,UT,2020-08-15,24,2020-08-15
Utah,UT,2020-08-22,18,2020-08-22
Utah,UT,2020-08-29,16,2020-08-29
Utah,UT,2020-09-05,12,2020-09-05
Utah,UT,2020-09-12,12,2020-09-12
Utah,UT,2020-09-19,5,2020-09-19
Utah,UT,2020-09-26,4,2020-09-26
Utah,UT,2020-10-03,22,2020-10-03
Utah,UT,2020-10-10,26,2020-10-10
Utah,UT,2020-10-17,22,2020-10-17
Utah,UT,2020-10-24,21,2020-10-24
Utah,UT,2020-10-31,16,2020-10-31
Utah,UT,2020-11-07,44,2020-11-07
Utah,UT,2020-11-14,38,2020-11-14
Utah,UT,2020-11-21,50,2020-11-21
Utah,UT,2020-11-28,47,2020-11-28
Utah,UT,2020-12-05,54,2020-12-05
Utah,UT,2020-12-12,64,2020-12-12
Utah,UT,2020-12-19,68,2020-12-19
Utah,UT,2020-12-26,41,2020-12-26
Utah,UT,2021-01-02,54,2021-01-02
Utah,UT,2021-01-09,62,2021-01-09
Utah,UT,2021-01-16,52,2021-01-16
Utah,UT,2021-01-23,62,2021-01-23
Utah,UT,2021-01-30,56,2021-01-30
Utah,UT,2021-02-06,44,2021-02-06
Utah,UT,2021-02-13,31,2021-02-13
Utah,UT,2021-02-20,30,2021-02-20
Utah,UT,2021-02-27,60,2021-02-27
Utah,UT,2021-03-06,32,2021-03-06
Utah,UT,2021-03-13,27,2021-03-13
Utah,UT,2021-03-20,26,2021-03-20
Utah,UT,2021-03-27,27,2021-03-27
Utah,UT,2021-04-03,17,2021-04-03
Utah,UT,2021-04-10,18,2021-04-10
Utah,UT,2021-04-17,3,2021-04-17
Utah,UT,2021-04-24,7,2021-04-24
Utah,UT,2021-05-01,16,2021-05-01
Utah,UT,2021-05-08,9,2021-05-08
Utah,UT,2021-05-15,28,2021-05-15
Utah,UT,2021-05-22,24,2021-05-22
Utah,UT,2021-05-29,6,2021-05-29
Utah,UT,2021-06-05,6,2021-06-05
Utah,UT,2021-06-12,7,2021-06-12
Utah,UT,2021-06-19,2,2021-06-19
Utah,UT,2021-06-26,22,2021-06-26
Utah,UT,2021-07-03,15,2021-07-03
Utah,UT,2021-07-10,10,2021-07-10
Utah,UT,2021-07-17,12,2021-07-17
Utah,UT,2021-07-24,9,2021-07-24
Utah,UT,2021-07-31,15,2021-07-31
Utah,UT,2021-08-07,23,2021-08-07
Utah,UT,2021-08-14,22,2021-08-14
Utah,UT,2021-08-21,33,2021-08-21
Utah,UT,2021-08-28,34,2021-08-28
Utah,UT,2021-09-04,27,2021-09-04
Utah,UT,2021-09-11,34,2021-09-11
Utah,UT,2021-09-18,32,2021-09-18
Utah,UT,2021-09-25,52,2021-09-25
Utah,UT,2021-10-02,47,2021-10-02
Utah,UT,2021-10-09,26,2021-10-09
Utah,UT,2021-10-16,46,2021-10-16
Utah,UT,2021-10-23,38,2021-10-23
Utah,UT,2021-10-30,36,2021-10-30
Utah,UT,2021-11-06,41,2021-11-06
Utah,UT,2021-11-13,34,2021-11-13
Utah,UT,2021-11-20,51,2021-11-20
Utah,UT,2021-11-27,37,2021-11-27
Utah,UT,2021-12-04,49,2021-12-04
Utah,UT,2021-12-11,39,2021-12-11
Utah,UT,2021-12-18,44,2021-12-18
Utah,UT,2021-12-25,29,2021-12-25
Utah,UT,2022-01-01,17,2022-01-01
Utah,UT,2022-01-08,76,2022-01-08
Utah,UT,2022-01-15,44,2022-01-15
Utah,UT,2022-01-22,50,2022-01-22
Utah,UT,2022-01-29,47,2022-01-29
Utah,UT,2022-02-05,43,2022-02-05
Utah,UT,2022-02-12,56,2022-02-12
Utah,UT,2022-02-19,50,2022-02-19
Utah,UT,2022-02-26,31,2022-02-26
Utah,UT,2022-03-05,27,2022-03-05
Utah,UT,2022-03-12,46,2022-03-12
Utah,UT,2022-03-19,17,2022-03-19
Utah,UT,2022-03-26,71,2022-03-26
Utah,UT,2022-04-02,4,2022-04-02
Utah,UT,2022-04-09,9,2022-04-09
Utah,UT,2022-04-16,2,2022-04-16
Utah,UT,2022-04-23,3,2022-04-23
Utah,UT,2022-04-30,4,2022-04-30
Utah,UT,2022-05-07,9,2022-05-07
Utah,UT,2022-05-14,0,2022-05-14
Utah,UT,2022-05-21,3,2022-05-21
Utah,UT,2022-05-28,11,2022-05-28
Utah,UT,2022-06-04,2,2022-06-04
Utah,UT,2022-06-11,11,2022-06-11
Utah,UT,2022-06-18,11,2022-06-18
Utah,UT,2022-06-25,8,2022-06-25
Utah,UT,2022-07-02,11,2022-07-02
Utah,UT,2022-07-09,10,2022-07-09
Utah,UT,2022-07-16,13,2022-07-16
Utah,UT,2022-07-23,11,2022-07-23
Utah,UT,2022-07-30,13,2022-07-30
Utah,UT,2022-08-06,16,2022-08-06
Utah,UT,2022-08-13,6,2022-08-13
Utah,UT,2022-08-20,6,2022-08-20
Utah,UT,2022-08-27,10,2022-08-27
Utah,UT,2022-09-03,9,2022-09-03
Utah,UT,2022-09-10,4,2022-09-10
Utah,UT,2022-09-17,10,2022-09-17
Utah,UT,2022-09-24,7,2022-09-24
Utah,UT,2022-10-01,7,2022-10-01
Utah,UT,2022-10-08,4,2022-10-08
Utah,UT,2022-10-15,5,2022-10-15
Utah,UT,2022-10-22,10,2022-10-22
Utah,UT,2022-10-29,6,2022-10-29
Utah,UT,2022-11-05,5,2022-11-05
Utah,UT,2022-11-12,7,2022-11-12
Utah,UT,2022-11-19,8,2022-11-19
Utah,UT,2022-11-26,18,2022-11-26
Utah,UT,2022-12-03,12,2022-12-03
Utah,UT,2022-12-10,6,2022-12-10
Utah,UT,2022-12-17,17,2022-12-17
Utah,UT,2022-12-24,6,2022-12-24
Utah,UT,2022-12-31,5,2022-12-31
Utah,UT,2023-01-07,10,2023-01-07
Utah,UT,2023-01-14,12,2023-01-14
Utah,UT,2023-01-21,7,2023-01-21
Utah,UT,2023-01-28,13,2023-01-28
Utah,UT,2023-02-04,3,2023-02-04
Utah,UT,2023-02-11,6,2023-02-11
Utah,UT,2023-02-18,2,2023-02-18
Utah,UT,2023-02-25,2,2023-02-25
Utah,UT,2023-03-04,8,2023-03-04
Utah,UT,2023-03-11,0,2023-03-11
Vermont,VT,2020-01-25,0,2020-01-25
Vermont,VT,2020-02-01,0,2020-02-01
Vermont,VT,2020-02-08,0,2020-02-08
Vermont,VT,2020-02-15,0,2020-02-15
Vermont,VT,2020-02-22,0,2020-02-22
Vermont,VT,2020-02-29,0,2020-02-29
Vermont,VT,2020-03-07,0,2020-03-07
Vermont,VT,2020-03-14,0,2020-03-14
Vermont,VT,2020-03-21,2,2020-03-21
Vermont,VT,2020-03-28,3,2020-03-28
Vermont,VT,2020-04-04,0,2020-04-04
Vermont,VT,2020-04-11,19,2020-04-11
Vermont,VT,2020-04-18,12,2020-04-18
Vermont,VT,2020-04-25,9,2020-04-25
Vermont,VT,2020-05-02,5,2020-05-02
Vermont,VT,2020-05-09,3,2020-05-09
Vermont,VT,2020-05-16,0,2020-05-16
Vermont,VT,2020-05-23,1,2020-05-23
Vermont,VT,2020-05-30,1,2020-05-30
Vermont,VT,2020-06-06,0,2020-06-06
Vermont,VT,2020-06-13,0,2020-06-13
Vermont,VT,2020-06-20,1,2020-06-20
Vermont,VT,2020-06-27,0,2020-06-27
Vermont,VT,2020-07-04,0,2020-07-04
Vermont,VT,2020-07-11,0,2020-07-11
Vermont,VT,2020-07-18,0,2020-07-18
Vermont,VT,2020-07-25,0,2020-07-25
Vermont,VT,2020-08-01,1,2020-08-01
Vermont,VT,2020-08-08,1,2020-08-08
Vermont,VT,2020-08-15,0,2020-08-15
Vermont,VT,2020-08-22,0,2020-08-22
Vermont,VT,2020-08-29,0,2020-08-29
Vermont,VT,2020-09-05,0,2020-09-05
Vermont,VT,2020-09-12,0,2020-09-12
Vermont,VT,2020-09-19,0,2020-09-19
Vermont,VT,2020-09-26,0,2020-09-26
Vermont,VT,2020-10-03,0,2020-10-03
Vermont,VT,2020-10-10,0,2020-10-10
Vermont,VT,2020-10-17,0,2020-10-17
Vermont,VT,2020-10-24,0,2020-10-24
Vermont,VT,2020-10-31,0,2020-10-31
Vermont,VT,2020-11-07,1,2020-11-07
Vermont,VT,2020-11-14,0,2020-11-14
Vermont,VT,2020-11-21,4,2020-11-21
Vermont,VT,2020-11-28,4,2020-11-28
Vermont,VT,2020-12-05,12,2020-12-05
Vermont,VT,2020-12-12,16,2020-12-12
Vermont,VT,2020-12-19,13,2020-12-19
Vermont,VT,2020-12-26,13,2020-12-26
Vermont,VT,2021-01-02,18,2021-01-02
Vermont,VT,2021-01-09,17,2021-01-09
Vermont,VT,2021-01-16,7,2021-01-16
Vermont,VT,2021-01-23,7,2021-01-23
Vermont,VT,2021-01-30,3,2021-01-30
Vermont,VT,2021-02-06,9,2021-02-06
Vermont,VT,2021-02-13,7,2021-02-13
Vermont,VT,2021-02-20,7,2021-02-20
Vermont,VT,2021-02-27,8,2021-02-27
Vermont,VT,2021-03-06,4,2021-03-06
Vermont,VT,2021-03-13,6,2021-03-13
Vermont,VT,2021-03-20,5,2021-03-20
Vermont,VT,2021-03-27,5,2021-03-27
Vermont,VT,2021-04-03,5,2021-04-03
Vermont,VT,2021-04-10,2,2021-04-10
Vermont,VT,2021-04-17,11,2021-04-17
Vermont,VT,2021-04-24,2,2021-04-24
Vermont,VT,2021-05-01,3,2021-05-01
Vermont,VT,2021-05-08,2,2021-05-08
Vermont,VT,2021-05-15,3,2021-05-15
Vermont,VT,2021-05-22,3,2021-05-22
Vermont,VT,2021-05-29,0,2021-05-29
Vermont,VT,2021-06-05,1,2021-06-05
Vermont,VT,2021-06-12,0,2021-06-12
Vermont,VT,2021-06-19,0,2021-06-19
Vermont,VT,2021-06-26,0,2021-06-26
Vermont,VT,2021-07-03,2,2021-07-03
Vermont,VT,2021-07-10,0,2021-07-10
Vermont,VT,2021-07-17,0,2021-07-17
Vermont,VT,2021-07-24,1,2021-07-24
Vermont,VT,2021-07-31,1,2021-07-31
Vermont,VT,2021-08-07,0,2021-08-07
Vermont,VT,2021-08-14,4,2021-08-14
Vermont,VT,2021-08-21,6,2021-08-21
Vermont,VT,2021-08-28,5,2021-08-28
Vermont,VT,2021-09-04,6,2021-09-04
Vermont,VT,2021-09-11,6,2021-09-11
Vermont,VT,2021-09-18,11,2021-09-18
Vermont,VT,2021-09-25,8,2021-09-25
Vermont,VT,2021-10-02,15,2021-10-02
Vermont,VT,2021-10-09,14,2021-10-09
Vermont,VT,2021-10-16,10,2021-10-16
Vermont,VT,2021-10-23,6,2021-10-23
Vermont,VT,2021-10-30,13,2021-10-30
Vermont,VT,2021-11-06,20,2021-11-06
Vermont,VT,2021-11-13,9,2021-11-13
Vermont,VT,2021-11-20,11,2021-11-20
Vermont,VT,2021-11-27,2,2021-11-27
Vermont,VT,2021-12-04,10,2021-12-04
Vermont,VT,2021-12-11,13,2021-12-11
Vermont,VT,2021-12-18,23,2021-12-18
Vermont,VT,2021-12-25,8,2021-12-25
Vermont,VT,2022-01-01,11,2022-01-01
Vermont,VT,2022-01-08,12,2022-01-08
Vermont,VT,2022-01-15,14,2022-01-15
Vermont,VT,2022-01-22,16,2022-01-22
Vermont,VT,2022-01-29,15,2022-01-29
Vermont,VT,2022-02-05,17,2022-02-05
Vermont,VT,2022-02-12,10,2022-02-12
Vermont,VT,2022-02-19,13,2022-02-19
Vermont,VT,2022-02-26,11,2022-02-26
Vermont,VT,2022-03-05,25,2022-03-05
Vermont,VT,2022-03-12,1,2022-03-12
Vermont,VT,2022-03-19,3,2022-03-19
Vermont,VT,2022-03-26,4,2022-03-26
Vermont,VT,2022-04-02,2,2022-04-02
Vermont,VT,2022-04-09,4,2022-04-09
Vermont,VT,2022-04-16,3,2022-04-16
Vermont,VT,2022-04-23,6,2022-04-23
Vermont,VT,2022-04-30,10,2022-04-30
Vermont,VT,2022-05-07,5,2022-05-07
Vermont,VT,2022-05-14,6,2022-05-14
Vermont,VT,2022-05-21,6,2022-05-21
Vermont,VT,2022-05-28,7,2022-05-28
Vermont,VT,2022-06-04,9,2022-06-04
Vermont,VT,2022-06-11,3,2022-06-11
Vermont,VT,2022-06-18,6,2022-06-18
Vermont,VT,2022-06-25,3,2022-06-25
Vermont,VT,2022-07-02,1,2022-07-02
Vermont,VT,2022-07-09,4,2022-07-09
Vermont,VT,2022-07-16,1,2022-07-16
Vermont,VT,2022-07-23,1,2022-07-23
Vermont,VT,2022-07-30,4,2022-07-30
Vermont,VT,2022-08-06,0,2022-08-06
Vermont,VT,2022-08-13,6,2022-08-13
Vermont,VT,2022-08-20,3,2022-08-20
Vermont,VT,2022-08-27,5,2022-08-27
Vermont,VT,2022-09-03,0,2022-09-03
Vermont,VT,2022-09-10,8,2022-09-10
Vermont,VT,2022-09-17,0,2022-09-17
Vermont,VT,2022-09-24,4,2022-09-24
Vermont,VT,2022-10-01,0,2022-10-01
Vermont,VT,2022-10-08,9,2022-10-08
Vermont,VT,2022-10-15,4,2022-10-15
Vermont,VT,2022-10-22,2,2022-10-22
Vermont,VT,2022-10-29,6,2022-10-29
Vermont,VT,2022-11-05,14,2022-11-05
Vermont,VT,2022-11-12,9,2022-11-12
Vermont,VT,2022-11-19,0,2022-11-19
Vermont,VT,2022-11-26,7,2022-11-26
Vermont,VT,2022-12-03,0,2022-12-03
Vermont,VT,2022-12-10,11,2022-12-10
Vermont,VT,2022-12-17,0,2022-12-17
Vermont,VT,2022-12-24,10,2022-12-24
Vermont,VT,2022-12-31,0,2022-12-31
Vermont,VT,2023-01-07,0,2023-01-07
Vermont,VT,2023-01-14,90,2023-01-14
Vermont,VT,2023-01-21,3,2023-01-21
Vermont,VT,2023-01-28,5,2023-01-28
Vermont,VT,2023-02-04,4,2023-02-04
Vermont,VT,2023-02-11,8,2023-02-11
Vermont,VT,2023-02-18,9,2023-02-18
Vermont,VT,2023-02-25,0,2023-02-25
Vermont,VT,2023-03-04,0,2023-03-04
Vermont,VT,2023-03-11,19,2023-03-11
Virginia,VA,2020-01-25,0,2020-01-25
Virginia,VA,2020-02-01,0,2020-02-01
Virginia,VA,2020-02-08,0,2020-02-08
Virginia,VA,2020-02-15,0,2020-02-15
Virginia,VA,2020-02-22,0,2020-02-22
Virginia,VA,2020-02-29,0,2020-02-29
Virginia,VA,2020-03-07,0,2020-03-07
Virginia,VA,2020-03-14,1,2020-03-14
Virginia,VA,2020-03-21,2,2020-03-21
Virginia,VA,2020-03-28,10,2020-03-28
Virginia,VA,2020-04-04,3,2020-04-04
Virginia,VA,2020-04-11,23,2020-04-11
Virginia,VA,2020-04-18,125,2020-04-18
Virginia,VA,2020-04-25,272,2020-04-25
Virginia,VA,2020-05-02,179,2020-05-02
Virginia,VA,2020-05-09,211,2020-05-09
Virginia,VA,2020-05-16,176,2020-05-16
Virginia,VA,2020-05-23,155,2020-05-23
Virginia,VA,2020-05-30,205,2020-05-30
Virginia,VA,2020-06-06,89,2020-06-06
Virginia,VA,2020-06-13,83,2020-06-13
Virginia,VA,2020-06-20,65,2020-06-20
Virginia,VA,2020-06-27,117,2020-06-27
Virginia,VA,2020-07-04,123,2020-07-04
Virginia,VA,2020-07-11,113,2020-07-11
Virginia,VA,2020-07-18,65,2020-07-18
Virginia,VA,2020-07-25,53,2020-07-25
Virginia,VA,2020-08-01,135,2020-08-01
Virginia,VA,2020-08-08,110,2020-08-08
Virginia,VA,2020-08-15,59,2020-08-15
Virginia,VA,2020-08-22,68,2020-08-22
Virginia,VA,2020-08-29,123,2020-08-29
Virginia,VA,2020-09-05,111,2020-09-05
Virginia,VA,2020-09-12,44,2020-09-12
Virginia,VA,2020-09-19,266,2020-09-19
Virginia,VA,2020-09-26,155,2020-09-26
Virginia,VA,2020-10-03,127,2020-10-03
Virginia,VA,2020-10-10,81,2020-10-10
Virginia,VA,2020-10-17,68,2020-10-17
Virginia,VA,2020-10-24,153,2020-10-24
Virginia,VA,2020-10-31,76,2020-10-31
Virginia,VA,2020-11-07,51,2020-11-07
Virginia,VA,2020-11-14,91,2020-11-14
Virginia,VA,2020-11-21,145,2020-11-21
Virginia,VA,2020-11-28,116,2020-11-28
Virginia,VA,2020-12-05,142,2020-12-05
Virginia,VA,2020-12-12,214,2020-12-12
Virginia,VA,2020-12-19,233,2020-12-19
Virginia,VA,2020-12-26,196,2020-12-26
Virginia,VA,2021-01-02,282,2021-01-02
Virginia,VA,2021-01-09,265,2021-01-09
Virginia,VA,2021-01-16,323,2021-01-16
Virginia,VA,2021-01-23,370,2021-01-23
Virginia,VA,2021-01-30,374,2021-01-30
Virginia,VA,2021-02-06,319,2021-02-06
Virginia,VA,2021-02-13,221,2021-02-13
Virginia,VA,2021-02-20,210,2021-02-20
Virginia,VA,2021-02-27,1184,2021-02-27
Virginia,VA,2021-03-06,1105,2021-03-06
Virginia,VA,2021-03-13,444,2021-03-13
Virginia,VA,2021-03-20,152,2021-03-20
Virginia,VA,2021-03-27,80,2021-03-27
Virginia,VA,2021-04-03,109,2021-04-03
Virginia,VA,2021-04-10,167,2021-04-10
Virginia,VA,2021-04-17,108,2021-04-17
Virginia,VA,2021-04-24,111,2021-04-24
Virginia,VA,2021-05-01,94,2021-05-01
Virginia,VA,2021-05-08,107,2021-05-08
Virginia,VA,2021-05-15,112,2021-05-15
Virginia,VA,2021-05-22,79,2021-05-22
Virginia,VA,2021-05-29,63,2021-05-29
Virginia,VA,2021-06-05,70,2021-06-05
Virginia,VA,2021-06-12,58,2021-06-12
Virginia,VA,2021-06-19,49,2021-06-19
Virginia,VA,2021-06-26,62,2021-06-26
Virginia,VA,2021-07-03,30,2021-07-03
Virginia,VA,2021-07-10,34,2021-07-10
Virginia,VA,2021-07-17,33,2021-07-17
Virginia,VA,2021-07-24,26,2021-07-24
Virginia,VA,2021-07-31,46,2021-07-31
Virginia,VA,2021-08-07,30,2021-08-07
Virginia,VA,2021-08-14,43,2021-08-14
Virginia,VA,2021-08-21,47,2021-08-21
Virginia,VA,2021-08-28,122,2021-08-28
Virginia,VA,2021-09-04,130,2021-09-04
Virginia,VA,2021-09-11,137,2021-09-11
Virginia,VA,2021-09-18,206,2021-09-18
Virginia,VA,2021-09-25,269,2021-09-25
Virginia,VA,2021-10-02,296,2021-10-02
Virginia,VA,2021-10-09,269,2021-10-09
Virginia,VA,2021-10-16,314,2021-10-16
Virginia,VA,2021-10-23,262,2021-10-23
Virginia,VA,2021-10-30,234,2021-10-30
Virginia,VA,2021-11-06,223,2021-11-06
Virginia,VA,2021-11-13,215,2021-11-13
Virginia,VA,2021-11-20,169,2021-11-20
Virginia,VA,2021-11-27,144,2021-11-27
Virginia,VA,2021-12-04,116,2021-12-04
Virginia,VA,2021-12-11,143,2021-12-11
Virginia,VA,2021-12-18,187,2021-12-18
Virginia,VA,2021-12-25,210,2021-12-25
Virginia,VA,2022-01-01,286,2022-01-01
Virginia,VA,2022-01-08,66,2022-01-08
Virginia,VA,2022-01-15,153,2022-01-15
Virginia,VA,2022-01-22,54,2022-01-22
Virginia,VA,2022-01-29,275,2022-01-29
Virginia,VA,2022-02-05,577,2022-02-05
Virginia,VA,2022-02-12,771,2022-02-12
Virginia,VA,2022-02-19,531,2022-02-19
Virginia,VA,2022-02-26,516,2022-02-26
Virginia,VA,2022-03-05,410,2022-03-05
Virginia,VA,2022-03-12,265,2022-03-12
Virginia,VA,2022-03-19,235,2022-03-19
Virginia,VA,2022-03-26,138,2022-03-26
Virginia,VA,2022-04-02,117,2022-04-02
Virginia,VA,2022-04-09,139,2022-04-09
Virginia,VA,2022-04-16,157,2022-04-16
Virginia,VA,2022-04-23,125,2022-04-23
Virginia,VA,2022-04-30,91,2022-04-30
Virginia,VA,2022-05-07,44,2022-05-07
Virginia,VA,2022-05-14,34,2022-05-14
Virginia,VA,2022-05-21,29,2022-05-21
Virginia,VA,2022-05-28,36,2022-05-28
Virginia,VA,2022-06-04,48,2022-06-04
Virginia,VA,2022-06-11,20,2022-06-11
Virginia,VA,2022-06-18,14,2022-06-18
Virginia,VA,2022-06-25,63,2022-06-25
Virginia,VA,2022-07-02,125,2022-07-02
Virginia,VA,2022-07-09,102,2022-07-09
Virginia,VA,2022-07-16,60,2022-07-16
Virginia,VA,2022-07-23,64,2022-07-23
Virginia,VA,2022-07-30,57,2022-07-30
Virginia,VA,2022-08-06,131,2022-08-06
Virginia,VA,2022-08-13,90,2022-08-13
Virginia,VA,2022-08-20,114,2022-08-20
Virginia,VA,2022-08-27,112,2022-08-27
Virginia,VA,2022-09-03,101,2022-09-03
Virginia,VA,2022-09-10,128,2022-09-10
Virginia,VA,2022-09-17,88,2022-09-17
Virginia,VA,2022-09-24,84,2022-09-24
Virginia,VA,2022-10-01,75,2022-10-01
Virginia,VA,2022-10-08,105,2022-10-08
Virginia,VA,2022-10-15,83,2022-10-15
Virginia,VA,2022-10-22,80,2022-10-22
Virginia,VA,2022-10-29,76,2022-10-29
Virginia,VA,2022-11-05,46,2022-11-05
Virginia,VA,2022-11-12,11,2022-11-12
Virginia,VA,2022-11-19,61,2022-11-19
Virginia,VA,2022-11-26,82,2022-11-26
Virginia,VA,2022-12-03,90,2022-12-03
Virginia,VA,2022-12-10,81,2022-12-10
Virginia,VA,2022-12-17,54,2022-12-17
Virginia,VA,2022-12-24,57,2022-12-24
Virginia,VA,2022-12-31,20,2022-12-31
Virginia,VA,2023-01-07,24,2023-01-07
Virginia,VA,2023-01-14,135,2023-01-14
Virginia,VA,2023-01-21,143,2023-01-21
Virginia,VA,2023-01-28,124,2023-01-28
Virginia,VA,2023-02-04,49,2023-02-04
Virginia,VA,2023-02-11,326,2023-02-11
Virginia,VA,2023-02-18,138,2023-02-18
Virginia,VA,2023-02-25,30,2023-02-25
Virginia,VA,2023-03-04,19,2023-03-04
Virginia,VA,2023-03-11,20,2023-03-11
Washington,WA,2020-01-25,0,2020-01-25
Washington,WA,2020-02-01,0,2020-02-01
Washington,WA,2020-02-08,0,2020-02-08
Washington,WA,2020-02-15,0,2020-02-15
Washington,WA,2020-02-22,0,2020-02-22
Washington,WA,2020-02-29,1,2020-02-29
Washington,WA,2020-03-07,15,2020-03-07
Washington,WA,2020-03-14,23,2020-03-14
Washington,WA,2020-03-21,55,2020-03-21
Washington,WA,2020-03-28,93,2020-03-28
Washington,WA,2020-04-04,211,2020-04-04
Washington,WA,2020-04-11,149,2020-04-11
Washington,WA,2020-04-18,119,2020-04-18
Washington,WA,2020-04-25,113,2020-04-25
Washington,WA,2020-05-02,83,2020-05-02
Washington,WA,2020-05-09,90,2020-05-09
Washington,WA,2020-05-16,72,2020-05-16
Washington,WA,2020-05-23,51,2020-05-23
Washington,WA,2020-05-30,42,2020-05-30
Washington,WA,2020-06-06,42,2020-06-06
Washington,WA,2020-06-13,48,2020-06-13
Washington,WA,2020-06-20,36,2020-06-20
Washington,WA,2020-06-27,45,2020-06-27
Washington,WA,2020-07-04,47,2020-07-04
Washington,WA,2020-07-11,65,2020-07-11
Washington,WA,2020-07-18,48,2020-07-18
Washington,WA,2020-07-25,74,2020-07-25
Washington,WA,2020-08-01,97,2020-08-01
Washington,WA,2020-08-08,92,2020-08-08
Washington,WA,2020-08-15,80,2020-08-15
Washington,WA,2020-08-22,54,2020-08-22
Washington,WA,2020-08-29,54,2020-08-29
Washington,WA,2020-09-05,43,2020-09-05
Washington,WA,2020-09-12,36,2020-09-12
Washington,WA,2020-09-19,48,2020-09-19
Washington,WA,2020-09-26,48,2020-09-26
Washington,WA,2020-10-03,49,2020-10-03
Washington,WA,2020-10-10,45,2020-10-10
Washington,WA,2020-10-17,43,2020-10-17
Washington,WA,2020-10-24,66,2020-10-24
Washington,WA,2020-10-31,68,2020-10-31
Washington,WA,2020-11-07,66,2020-11-07
Washington,WA,2020-11-14,82,2020-11-14
Washington,WA,2020-11-21,102,2020-11-21
Washington,WA,2020-11-28,119,2020-11-28
Washington,WA,2020-12-05,153,2020-12-05
Washington,WA,2020-12-12,74,2020-12-12
Washington,WA,2020-12-19,163,2020-12-19
Washington,WA,2020-12-26,80,2020-12-26
Washington,WA,2021-01-02,274,2021-01-02
Washington,WA,2021-01-09,236,2021-01-09
Washington,WA,2021-01-16,203,2021-01-16
Washington,WA,2021-01-23,213,2021-01-23
Washington,WA,2021-01-30,171,2021-01-30
Washington,WA,2021-02-06,167,2021-02-06
Washington,WA,2021-02-13,226,2021-02-13
Washington,WA,2021-02-20,146,2021-02-20
Washington,WA,2021-02-27,130,2021-02-27
Washington,WA,2021-03-06,83,2021-03-06
Washington,WA,2021-03-13,88,2021-03-13
Washington,WA,2021-03-20,51,2021-03-20
Washington,WA,2021-03-27,42,2021-03-27
Washington,WA,2021-04-03,60,2021-04-03
Washington,WA,2021-04-10,44,2021-04-10
Washington,WA,2021-04-17,58,2021-04-17
Washington,WA,2021-04-24,47,2021-04-24
Washington,WA,2021-05-01,52,2021-05-01
Washington,WA,2021-05-08,50,2021-05-08
Washington,WA,2021-05-15,43,2021-05-15
Washington,WA,2021-05-22,66,2021-05-22
Washington,WA,2021-05-29,41,2021-05-29
Washington,WA,2021-06-05,47,2021-06-05
Washington,WA,2021-06-12,53,2021-06-12
Washington,WA,2021-06-19,44,2021-06-19
Washington,WA,2021-06-26,81,2021-06-26
Washington,WA,2021-07-03,38,2021-07-03
Washington,WA,2021-07-10,58,2021-07-10
Washington,WA,2021-07-17,43,2021-07-17
Washington,WA,2021-07-24,39,2021-07-24
Washington,WA,2021-07-31,44,2021-07-31
Washington,WA,2021-08-07,46,2021-08-07
Washington,WA,2021-08-14,71,2021-08-14
Washington,WA,2021-08-21,117,2021-08-21
Washington,WA,2021-08-28,151,2021-08-28
Washington,WA,2021-09-04,184,2021-09-04
Washington,WA,2021-09-11,225,2021-09-11
Washington,WA,2021-09-18,285,2021-09-18
Washington,WA,2021-09-25,293,2021-09-25
Washington,WA,2021-10-02,271,2021-10-02
Washington,WA,2021-10-09,257,2021-10-09
Washington,WA,2021-10-16,210,2021-10-16
Washington,WA,2021-10-23,218,2021-10-23
Washington,WA,2021-10-30,176,2021-10-30
Washington,WA,2021-11-06,170,2021-11-06
Washington,WA,2021-11-13,137,2021-11-13
Washington,WA,2021-11-20,177,2021-11-20
Washington,WA,2021-11-27,97,2021-11-27
Washington,WA,2021-12-04,206,2021-12-04
Washington,WA,2021-12-11,141,2021-12-11
Washington,WA,2021-12-18,119,2021-12-18
Washington,WA,2021-12-25,109,2021-12-25
Washington,WA,2022-01-01,69,2022-01-01
Washington,WA,2022-01-08,151,2022-01-08
Washington,WA,2022-01-15,193,2022-01-15
Washington,WA,2022-01-22,209,2022-01-22
Washington,WA,2022-01-29,294,2022-01-29
Washington,WA,2022-02-05,265,2022-02-05
Washington,WA,2022-02-12,352,2022-02-12
Washington,WA,2022-02-19,299,2022-02-19
