state,USPS,datew,incidI,date
New Jersey,NJ,2022-08-27,15598,2022-08-27
New Jersey,NJ,2022-09-03,13698,2022-09-03
New Jersey,NJ,2022-09-10,13188,2022-09-10
New Jersey,NJ,2022-09-17,14015,2022-09-17
New Jersey,NJ,2022-09-24,17507,2022-09-24
New Jersey,NJ,2022-10-01,15145,2022-10-01
New Jersey,NJ,2022-10-08,13966,2022-10-08
New Jersey,NJ,2022-10-15,12114,2022-10-15
New Jersey,NJ,2022-10-22,12281,2022-10-22
New Jersey,NJ,2022-10-29,13696,2022-10-29
New Jersey,NJ,2022-11-05,10915,2022-11-05
New Jersey,NJ,2022-11-12,11724,2022-11-12
New Jersey,NJ,2022-11-19,10796,2022-11-19
New Jersey,NJ,2022-11-26,7158,2022-11-26
New Jersey,NJ,2022-12-03,18495,2022-12-03
New Jersey,NJ,2022-12-10,16815,2022-12-10
New Jersey,NJ,2022-12-17,18004,2022-12-17
New Jersey,NJ,2022-12-24,19869,2022-12-24
New Jersey,NJ,2022-12-31,18102,2022-12-31
New Jersey,NJ,2023-01-07,22095,2023-01-07
New Jersey,NJ,2023-01-14,18571,2023-01-14
New Jersey,NJ,2023-01-21,14352,2023-01-21
New Jersey,NJ,2023-01-28,14054,2023-01-28
New Jersey,NJ,2023-02-04,12515,2023-02-04
New Jersey,NJ,2023-02-11,12823,2023-02-11
New Jersey,NJ,2023-02-18,10014,2023-02-18
New Jersey,NJ,2023-02-25,7455,2023-02-25
New Jersey,NJ,2023-03-04,6256,2023-03-04
New Jersey,NJ,2023-03-11,4015,2023-03-11
New Mexico,NM,2020-01-25,0,2020-01-25
New Mexico,NM,2020-02-01,0,2020-02-01
New Mexico,NM,2020-02-08,0,2020-02-08
New Mexico,NM,2020-02-15,0,2020-02-15
New Mexico,NM,2020-02-22,0,2020-02-22
New Mexico,NM,2020-02-29,0,2020-02-29
New Mexico,NM,2020-03-07,0,2020-03-07
New Mexico,NM,2020-03-14,13,2020-03-14
New Mexico,NM,2020-03-21,42,2020-03-21
New Mexico,NM,2020-03-28,153,2020-03-28
New Mexico,NM,2020-04-04,298,2020-04-04
New Mexico,NM,2020-04-11,585,2020-04-11
New Mexico,NM,2020-04-18,707,2020-04-18
New Mexico,NM,2020-04-25,862,2020-04-25
New Mexico,NM,2020-05-02,1072,2020-05-02
New Mexico,NM,2020-05-09,1046,2020-05-09
New Mexico,NM,2020-05-16,1069,2020-05-16
New Mexico,NM,2020-05-23,778,2020-05-23
New Mexico,NM,2020-05-30,999,2020-05-30
New Mexico,NM,2020-06-06,1176,2020-06-06
New Mexico,NM,2020-06-13,821,2020-06-13
New Mexico,NM,2020-06-20,809,2020-06-20
New Mexico,NM,2020-06-27,1189,2020-06-27
New Mexico,NM,2020-07-04,1444,2020-07-04
New Mexico,NM,2020-07-11,1710,2020-07-11
New Mexico,NM,2020-07-18,1963,2020-07-18
New Mexico,NM,2020-07-25,2052,2020-07-25
New Mexico,NM,2020-08-01,2008,2020-08-01
New Mexico,NM,2020-08-08,1319,2020-08-08
New Mexico,NM,2020-08-15,1187,2020-08-15
New Mexico,NM,2020-08-22,1000,2020-08-22
New Mexico,NM,2020-08-29,876,2020-08-29
New Mexico,NM,2020-09-05,870,2020-09-05
New Mexico,NM,2020-09-12,613,2020-09-12
New Mexico,NM,2020-09-19,851,2020-09-19
New Mexico,NM,2020-09-26,1180,2020-09-26
New Mexico,NM,2020-10-03,1604,2020-10-03
New Mexico,NM,2020-10-10,2426,2020-10-10
New Mexico,NM,2020-10-17,3621,2020-10-17
New Mexico,NM,2020-10-24,4697,2020-10-24
New Mexico,NM,2020-10-31,5450,2020-10-31
New Mexico,NM,2020-11-07,7181,2020-11-07
New Mexico,NM,2020-11-14,9500,2020-11-14
New Mexico,NM,2020-11-21,16269,2020-11-21
New Mexico,NM,2020-11-28,14542,2020-11-28
New Mexico,NM,2020-12-05,12874,2020-12-05
New Mexico,NM,2020-12-12,11502,2020-12-12
New Mexico,NM,2020-12-19,10572,2020-12-19
New Mexico,NM,2020-12-26,8296,2020-12-26
New Mexico,NM,2021-01-02,8153,2021-01-02
New Mexico,NM,2021-01-09,9575,2021-01-09
New Mexico,NM,2021-01-16,7939,2021-01-16
New Mexico,NM,2021-01-23,5686,2021-01-23
New Mexico,NM,2021-01-30,4960,2021-01-30
New Mexico,NM,2021-02-06,3675,2021-02-06
New Mexico,NM,2021-02-13,3075,2021-02-13
New Mexico,NM,2021-02-20,2186,2021-02-20
New Mexico,NM,2021-02-27,2413,2021-02-27
New Mexico,NM,2021-03-06,1854,2021-03-06
New Mexico,NM,2021-03-13,1425,2021-03-13
New Mexico,NM,2021-03-20,1393,2021-03-20
New Mexico,NM,2021-03-27,1327,2021-03-27
New Mexico,NM,2021-04-03,1265,2021-04-03
New Mexico,NM,2021-04-10,1216,2021-04-10
New Mexico,NM,2021-04-17,1500,2021-04-17
New Mexico,NM,2021-04-24,1353,2021-04-24
New Mexico,NM,2021-05-01,1512,2021-05-01
New Mexico,NM,2021-05-08,1600,2021-05-08
New Mexico,NM,2021-05-15,1317,2021-05-15
New Mexico,NM,2021-05-22,1218,2021-05-22
New Mexico,NM,2021-05-29,953,2021-05-29
New Mexico,NM,2021-06-05,651,2021-06-05
New Mexico,NM,2021-06-12,572,2021-06-12
New Mexico,NM,2021-06-19,654,2021-06-19
New Mexico,NM,2021-06-26,592,2021-06-26
New Mexico,NM,2021-07-03,425,2021-07-03
New Mexico,NM,2021-07-10,537,2021-07-10
New Mexico,NM,2021-07-17,937,2021-07-17
New Mexico,NM,2021-07-24,1298,2021-07-24
New Mexico,NM,2021-07-31,1929,2021-07-31
New Mexico,NM,2021-08-07,3377,2021-08-07
New Mexico,NM,2021-08-14,4776,2021-08-14
New Mexico,NM,2021-08-21,5227,2021-08-21
New Mexico,NM,2021-08-28,5713,2021-08-28
New Mexico,NM,2021-09-04,5881,2021-09-04
New Mexico,NM,2021-09-11,4496,2021-09-11
New Mexico,NM,2021-09-18,4834,2021-09-18
New Mexico,NM,2021-09-25,4068,2021-09-25
New Mexico,NM,2021-10-02,5027,2021-10-02
New Mexico,NM,2021-10-09,5128,2021-10-09
New Mexico,NM,2021-10-16,4812,2021-10-16
New Mexico,NM,2021-10-23,5136,2021-10-23
New Mexico,NM,2021-10-30,6318,2021-10-30
New Mexico,NM,2021-11-06,7533,2021-11-06
New Mexico,NM,2021-11-13,9336,2021-11-13
New Mexico,NM,2021-11-20,9859,2021-11-20
New Mexico,NM,2021-11-27,6154,2021-11-27
New Mexico,NM,2021-12-04,12429,2021-12-04
New Mexico,NM,2021-12-11,9258,2021-12-11
New Mexico,NM,2021-12-18,7012,2021-12-18
New Mexico,NM,2021-12-25,5859,2021-12-25
New Mexico,NM,2022-01-01,7394,2022-01-01
New Mexico,NM,2022-01-08,19070,2022-01-08
New Mexico,NM,2022-01-15,29826,2022-01-15
New Mexico,NM,2022-01-22,38995,2022-01-22
New Mexico,NM,2022-01-29,32579,2022-01-29
New Mexico,NM,2022-02-05,19188,2022-02-05
New Mexico,NM,2022-02-12,10815,2022-02-12
New Mexico,NM,2022-02-19,6807,2022-02-19
New Mexico,NM,2022-02-26,3460,2022-02-26
New Mexico,NM,2022-03-05,2528,2022-03-05
New Mexico,NM,2022-03-12,1853,2022-03-12
New Mexico,NM,2022-03-19,1007,2022-03-19
New Mexico,NM,2022-03-26,1035,2022-03-26
New Mexico,NM,2022-04-02,745,2022-04-02
New Mexico,NM,2022-04-09,990,2022-04-09
New Mexico,NM,2022-04-16,892,2022-04-16
New Mexico,NM,2022-04-23,1185,2022-04-23
New Mexico,NM,2022-04-30,1311,2022-04-30
New Mexico,NM,2022-05-07,1611,2022-05-07
New Mexico,NM,2022-05-14,2197,2022-05-14
New Mexico,NM,2022-05-21,3199,2022-05-21
New Mexico,NM,2022-05-28,4531,2022-05-28
New Mexico,NM,2022-06-04,4762,2022-06-04
New Mexico,NM,2022-06-11,6238,2022-06-11
New Mexico,NM,2022-06-18,6747,2022-06-18
New Mexico,NM,2022-06-25,6645,2022-06-25
New Mexico,NM,2022-07-02,6419,2022-07-02
New Mexico,NM,2022-07-09,6188,2022-07-09
New Mexico,NM,2022-07-16,6717,2022-07-16
New Mexico,NM,2022-07-23,6821,2022-07-23
New Mexico,NM,2022-07-30,6637,2022-07-30
New Mexico,NM,2022-08-06,5558,2022-08-06
New Mexico,NM,2022-08-13,4823,2022-08-13
New Mexico,NM,2022-08-20,4068,2022-08-20
New Mexico,NM,2022-08-27,3714,2022-08-27
New Mexico,NM,2022-09-03,2942,2022-09-03
New Mexico,NM,2022-09-10,1750,2022-09-10
New Mexico,NM,2022-09-17,1702,2022-09-17
New Mexico,NM,2022-09-24,1580,2022-09-24
New Mexico,NM,2022-10-01,1505,2022-10-01
New Mexico,NM,2022-10-08,1623,2022-10-08
New Mexico,NM,2022-10-15,1864,2022-10-15
New Mexico,NM,2022-10-22,2249,2022-10-22
New Mexico,NM,2022-10-29,2784,2022-10-29
New Mexico,NM,2022-11-05,3501,2022-11-05
New Mexico,NM,2022-11-12,3816,2022-11-12
New Mexico,NM,2022-11-19,5207,2022-11-19
New Mexico,NM,2022-11-26,2907,2022-11-26
New Mexico,NM,2022-12-03,5350,2022-12-03
New Mexico,NM,2022-12-10,4239,2022-12-10
New Mexico,NM,2022-12-17,2781,2022-12-17
New Mexico,NM,2022-12-24,2136,2022-12-24
New Mexico,NM,2022-12-31,1916,2022-12-31
New Mexico,NM,2023-01-07,1669,2023-01-07
New Mexico,NM,2023-01-14,1576,2023-01-14
New Mexico,NM,2023-01-21,998,2023-01-21
New Mexico,NM,2023-01-28,1056,2023-01-28
New Mexico,NM,2023-02-04,1067,2023-02-04
New Mexico,NM,2023-02-11,1023,2023-02-11
New Mexico,NM,2023-02-18,1061,2023-02-18
New Mexico,NM,2023-02-25,1171,2023-02-25
New Mexico,NM,2023-03-04,1213,2023-03-04
New Mexico,NM,2023-03-11,1039,2023-03-11
New York,NY,2020-01-25,0,2020-01-25
New York,NY,2020-02-01,0,2020-02-01
New York,NY,2020-02-08,0,2020-02-08
New York,NY,2020-02-15,0,2020-02-15
New York,NY,2020-02-22,0,2020-02-22
New York,NY,2020-02-29,0,2020-02-29
New York,NY,2020-03-07,76,2020-03-07
New York,NY,2020-03-14,481,2020-03-14
New York,NY,2020-03-21,9853,2020-03-21
New York,NY,2020-03-28,41990,2020-03-28
New York,NY,2020-04-04,69305,2020-04-04
New York,NY,2020-04-11,70557,2020-04-11
New York,NY,2020-04-18,52107,2020-04-18
New York,NY,2020-04-25,43529,2020-04-25
New York,NY,2020-05-02,29276,2020-05-02
New York,NY,2020-05-09,19628,2020-05-09
New York,NY,2020-05-16,14177,2020-05-16
New York,NY,2020-05-23,11910,2020-05-23
New York,NY,2020-05-30,9584,2020-05-30
New York,NY,2020-06-06,7593,2020-06-06
New York,NY,2020-06-13,5038,2020-06-13
New York,NY,2020-06-20,4498,2020-06-20
New York,NY,2020-06-27,4659,2020-06-27
New York,NY,2020-07-04,4793,2020-07-04
New York,NY,2020-07-11,4823,2020-07-11
New York,NY,2020-07-18,5503,2020-07-18
New York,NY,2020-07-25,4937,2020-07-25
New York,NY,2020-08-01,4582,2020-08-01
New York,NY,2020-08-08,4278,2020-08-08
New York,NY,2020-08-15,4125,2020-08-15
New York,NY,2020-08-22,4241,2020-08-22
New York,NY,2020-08-29,4213,2020-08-29
New York,NY,2020-09-05,5256,2020-09-05
New York,NY,2020-09-12,5016,2020-09-12
New York,NY,2020-09-19,5627,2020-09-19
New York,NY,2020-09-26,5918,2020-09-26
New York,NY,2020-10-03,8734,2020-10-03
New York,NY,2020-10-10,10090,2020-10-10
New York,NY,2020-10-17,9810,2020-10-17
New York,NY,2020-10-24,11525,2020-10-24
New York,NY,2020-10-31,14029,2020-10-31
New York,NY,2020-11-07,18457,2020-11-07
New York,NY,2020-11-14,31703,2020-11-14
New York,NY,2020-11-21,35759,2020-11-21
New York,NY,2020-11-28,45483,2020-11-28
New York,NY,2020-12-05,61520,2020-12-05
New York,NY,2020-12-12,69545,2020-12-12
New York,NY,2020-12-19,73550,2020-12-19
New York,NY,2020-12-26,76236,2020-12-26
New York,NY,2021-01-02,87651,2021-01-02
New York,NY,2021-01-09,107619,2021-01-09
New York,NY,2021-01-16,109583,2021-01-16
New York,NY,2021-01-23,94445,2021-01-23
New York,NY,2021-01-30,85386,2021-01-30
New York,NY,2021-02-06,61603,2021-02-06
New York,NY,2021-02-13,61239,2021-02-13
New York,NY,2021-02-20,53895,2021-02-20
New York,NY,2021-02-27,50605,2021-02-27
New York,NY,2021-03-06,50953,2021-03-06
New York,NY,2021-03-13,47683,2021-03-13
New York,NY,2021-03-20,44358,2021-03-20
New York,NY,2021-03-27,62788,2021-03-27
New York,NY,2021-04-03,56279,2021-04-03
New York,NY,2021-04-10,51863,2021-04-10
New York,NY,2021-04-17,43307,2021-04-17
New York,NY,2021-04-24,33758,2021-04-24
New York,NY,2021-05-01,24993,2021-05-01
New York,NY,2021-05-08,18031,2021-05-08
New York,NY,2021-05-15,13570,2021-05-15
New York,NY,2021-05-22,10622,2021-05-22
New York,NY,2021-05-29,6810,2021-05-29
New York,NY,2021-06-05,4320,2021-06-05
New York,NY,2021-06-12,3575,2021-06-12
New York,NY,2021-06-19,2606,2021-06-19
New York,NY,2021-06-26,2186,2021-06-26
New York,NY,2021-07-03,2424,2021-07-03
New York,NY,2021-07-10,3526,2021-07-10
New York,NY,2021-07-17,5843,2021-07-17
New York,NY,2021-07-24,9626,2021-07-24
New York,NY,2021-07-31,15229,2021-07-31
New York,NY,2021-08-07,22690,2021-08-07
New York,NY,2021-08-14,28388,2021-08-14
New York,NY,2021-08-21,31615,2021-08-21
New York,NY,2021-08-28,29810,2021-08-28
New York,NY,2021-09-04,34749,2021-09-04
New York,NY,2021-09-11,33973,2021-09-11
New York,NY,2021-09-18,34826,2021-09-18
New York,NY,2021-09-25,35807,2021-09-25
New York,NY,2021-10-02,33800,2021-10-02
New York,NY,2021-10-09,34502,2021-10-09
New York,NY,2021-10-16,32364,2021-10-16
New York,NY,2021-10-23,27946,2021-10-23
New York,NY,2021-10-30,25768,2021-10-30
New York,NY,2021-11-06,28737,2021-11-06
New York,NY,2021-11-13,36766,2021-11-13
New York,NY,2021-11-20,43628,2021-11-20
New York,NY,2021-11-27,44748,2021-11-27
New York,NY,2021-12-04,59117,2021-12-04
New York,NY,2021-12-11,68702,2021-12-11
New York,NY,2021-12-18,96127,2021-12-18
New York,NY,2021-12-25,167569,2021-12-25
New York,NY,2022-01-01,415674,2022-01-01
New York,NY,2022-01-08,539437,2022-01-08
New York,NY,2022-01-15,403723,2022-01-15
New York,NY,2022-01-22,214490,2022-01-22
New York,NY,2022-01-29,115555,2022-01-29
New York,NY,2022-02-05,54379,2022-02-05
New York,NY,2022-02-12,36545,2022-02-12
New York,NY,2022-02-19,24353,2022-02-19
New York,NY,2022-02-26,15738,2022-02-26
New York,NY,2022-03-05,12793,2022-03-05
New York,NY,2022-03-12,11464,2022-03-12
New York,NY,2022-03-19,14947,2022-03-19
New York,NY,2022-03-26,16136,2022-03-26
New York,NY,2022-04-02,25598,2022-04-02
New York,NY,2022-04-09,30379,2022-04-09
New York,NY,2022-04-16,40879,2022-04-16
New York,NY,2022-04-23,44484,2022-04-23
New York,NY,2022-04-30,49526,2022-04-30
New York,NY,2022-05-07,60934,2022-05-07
New York,NY,2022-05-14,51081,2022-05-14
New York,NY,2022-05-21,82662,2022-05-21
New York,NY,2022-05-28,51635,2022-05-28
New York,NY,2022-06-04,52439,2022-06-04
New York,NY,2022-06-11,39611,2022-06-11
New York,NY,2022-06-18,38087,2022-06-18
New York,NY,2022-06-25,35984,2022-06-25
New York,NY,2022-07-02,41653,2022-07-02
New York,NY,2022-07-09,43177,2022-07-09
New York,NY,2022-07-16,52760,2022-07-16
New York,NY,2022-07-23,52256,2022-07-23
New York,NY,2022-07-30,44379,2022-07-30
New York,NY,2022-08-06,49561,2022-08-06
New York,NY,2022-08-13,40127,2022-08-13
New York,NY,2022-08-20,34424,2022-08-20
New York,NY,2022-08-27,32288,2022-08-27
New York,NY,2022-09-03,29483,2022-09-03
New York,NY,2022-09-10,24066,2022-09-10
New York,NY,2022-09-17,32781,2022-09-17
New York,NY,2022-09-24,34788,2022-09-24
New York,NY,2022-10-01,31930,2022-10-01
New York,NY,2022-10-08,29443,2022-10-08
New York,NY,2022-10-15,27542,2022-10-15
New York,NY,2022-10-22,31489,2022-10-22
New York,NY,2022-10-29,29217,2022-10-29
New York,NY,2022-11-05,30701,2022-11-05
New York,NY,2022-11-12,28952,2022-11-12
New York,NY,2022-11-19,31566,2022-11-19
New York,NY,2022-11-26,21773,2022-11-26
New York,NY,2022-12-03,46213,2022-12-03
New York,NY,2022-12-10,42604,2022-12-10
New York,NY,2022-12-17,45269,2022-12-17
New York,NY,2022-12-24,46538,2022-12-24
New York,NY,2022-12-31,38469,2022-12-31
New York,NY,2023-01-07,39665,2023-01-07
New York,NY,2023-01-14,34753,2023-01-14
New York,NY,2023-01-21,25584,2023-01-21
New York,NY,2023-01-28,27251,2023-01-28
New York,NY,2023-02-04,25372,2023-02-04
New York,NY,2023-02-11,18294,2023-02-11
New York,NY,2023-02-18,13637,2023-02-18
New York,NY,2023-02-25,17816,2023-02-25
New York,NY,2023-03-04,11485,2023-03-04
New York,NY,2023-03-11,6877,2023-03-11
North Carolina,NC,2020-01-25,0,2020-01-25
North Carolina,NC,2020-02-01,0,2020-02-01
North Carolina,NC,2020-02-08,0,2020-02-08
North Carolina,NC,2020-02-15,0,2020-02-15
North Carolina,NC,2020-02-22,0,2020-02-22
North Carolina,NC,2020-02-29,0,2020-02-29
North Carolina,NC,2020-03-07,2,2020-03-07
North Carolina,NC,2020-03-14,30,2020-03-14
North Carolina,NC,2020-03-21,255,2020-03-21
North Carolina,NC,2020-03-28,818,2020-03-28
North Carolina,NC,2020-04-04,1530,2020-04-04
North Carolina,NC,2020-04-11,1900,2020-04-11
North Carolina,NC,2020-04-18,1989,2020-04-18
North Carolina,NC,2020-04-25,2405,2020-04-25
North Carolina,NC,2020-05-02,3000,2020-05-02
North Carolina,NC,2020-05-09,3073,2020-05-09
North Carolina,NC,2020-05-16,3752,2020-05-16
North Carolina,NC,2020-05-23,4569,2020-05-23
North Carolina,NC,2020-05-30,5413,2020-05-30
North Carolina,NC,2020-06-06,6985,2020-06-06
North Carolina,NC,2020-06-13,8574,2020-06-13
North Carolina,NC,2020-06-20,8714,2020-06-20
North Carolina,NC,2020-06-27,9727,2020-06-27
North Carolina,NC,2020-07-04,11043,2020-07-04
North Carolina,NC,2020-07-11,12713,2020-07-11
North Carolina,NC,2020-07-18,14002,2020-07-18
North Carolina,NC,2020-07-25,13633,2020-07-25
North Carolina,NC,2020-08-01,12953,2020-08-01
North Carolina,NC,2020-08-08,11147,2020-08-08
North Carolina,NC,2020-08-15,9793,2020-08-15
North Carolina,NC,2020-08-22,10869,2020-08-22
North Carolina,NC,2020-08-29,11488,2020-08-29
North Carolina,NC,2020-09-05,10318,2020-09-05
North Carolina,NC,2020-09-12,8250,2020-09-12
North Carolina,NC,2020-09-19,9321,2020-09-19
North Carolina,NC,2020-09-26,9508,2020-09-26
North Carolina,NC,2020-10-03,9112,2020-10-03
North Carolina,NC,2020-10-10,12866,2020-10-10
North Carolina,NC,2020-10-17,13973,2020-10-17
North Carolina,NC,2020-10-24,14567,2020-10-24
North Carolina,NC,2020-10-31,16343,2020-10-31
North Carolina,NC,2020-11-07,16610,2020-11-07
North Carolina,NC,2020-11-14,17873,2020-11-14
North Carolina,NC,2020-11-21,23143,2020-11-21
North Carolina,NC,2020-11-28,25697,2020-11-28
North Carolina,NC,2020-12-05,30594,2020-12-05
North Carolina,NC,2020-12-12,41224,2020-12-12
North Carolina,NC,2020-12-19,42492,2020-12-19
North Carolina,NC,2020-12-26,41662,2020-12-26
North Carolina,NC,2021-01-02,44507,2021-01-02
North Carolina,NC,2021-01-09,55918,2021-01-09
North Carolina,NC,2021-01-16,53471,2021-01-16
North Carolina,NC,2021-01-23,44890,2021-01-23
North Carolina,NC,2021-01-30,39911,2021-01-30
North Carolina,NC,2021-02-06,38894,2021-02-06
North Carolina,NC,2021-02-13,27203,2021-02-13
North Carolina,NC,2021-02-20,21372,2021-02-20
North Carolina,NC,2021-02-27,18452,2021-02-27
North Carolina,NC,2021-03-06,13628,2021-03-06
North Carolina,NC,2021-03-13,10539,2021-03-13
North Carolina,NC,2021-03-20,12548,2021-03-20
North Carolina,NC,2021-03-27,10265,2021-03-27
North Carolina,NC,2021-04-03,10631,2021-04-03
North Carolina,NC,2021-04-10,13247,2021-04-10
North Carolina,NC,2021-04-17,14287,2021-04-17
North Carolina,NC,2021-04-24,13239,2021-04-24
North Carolina,NC,2021-05-01,12820,2021-05-01
North Carolina,NC,2021-05-08,10746,2021-05-08
North Carolina,NC,2021-05-15,8840,2021-05-15
North Carolina,NC,2021-05-22,6416,2021-05-22
North Carolina,NC,2021-05-29,5400,2021-05-29
North Carolina,NC,2021-06-05,3515,2021-06-05
North Carolina,NC,2021-06-12,3029,2021-06-12
North Carolina,NC,2021-06-19,2415,2021-06-19
North Carolina,NC,2021-06-26,2230,2021-06-26
North Carolina,NC,2021-07-03,2016,2021-07-03
North Carolina,NC,2021-07-10,3076,2021-07-10
North Carolina,NC,2021-07-17,5441,2021-07-17
North Carolina,NC,2021-07-24,9053,2021-07-24
North Carolina,NC,2021-07-31,16147,2021-07-31
North Carolina,NC,2021-08-07,23061,2021-08-07
North Carolina,NC,2021-08-14,36277,2021-08-14
North Carolina,NC,2021-08-21,37480,2021-08-21
North Carolina,NC,2021-08-28,44402,2021-08-28
North Carolina,NC,2021-09-04,48097,2021-09-04
North Carolina,NC,2021-09-11,42107,2021-09-11
North Carolina,NC,2021-09-18,50992,2021-09-18
North Carolina,NC,2021-09-25,38251,2021-09-25
North Carolina,NC,2021-10-02,31474,2021-10-02
North Carolina,NC,2021-10-09,24845,2021-10-09
North Carolina,NC,2021-10-16,21819,2021-10-16
North Carolina,NC,2021-10-23,16529,2021-10-23
North Carolina,NC,2021-10-30,14104,2021-10-30
North Carolina,NC,2021-11-06,12139,2021-11-06
North Carolina,NC,2021-11-13,12148,2021-11-13
North Carolina,NC,2021-11-20,13078,2021-11-20
North Carolina,NC,2021-11-27,9199,2021-11-27
North Carolina,NC,2021-12-04,20466,2021-12-04
North Carolina,NC,2021-12-11,21725,2021-12-11
North Carolina,NC,2021-12-18,22785,2021-12-18
North Carolina,NC,2021-12-25,18324,2021-12-25
North Carolina,NC,2022-01-01,79289,2022-01-01
North Carolina,NC,2022-01-08,129713,2022-01-08
North Carolina,NC,2022-01-15,194922,2022-01-15
North Carolina,NC,2022-01-22,201450,2022-01-22
North Carolina,NC,2022-01-29,162114,2022-01-29
North Carolina,NC,2022-02-05,95376,2022-02-05
North Carolina,NC,2022-02-12,55492,2022-02-12
North Carolina,NC,2022-02-19,34059,2022-02-19
North Carolina,NC,2022-02-26,23611,2022-02-26
North Carolina,NC,2022-03-05,14610,2022-03-05
North Carolina,NC,2022-03-12,10589,2022-03-12
North Carolina,NC,2022-03-19,8261,2022-03-19
North Carolina,NC,2022-03-26,7441,2022-03-26
North Carolina,NC,2022-04-02,6201,2022-04-02
North Carolina,NC,2022-04-09,3501,2022-04-09
North Carolina,NC,2022-04-16,5234,2022-04-16
North Carolina,NC,2022-04-23,8409,2022-04-23
North Carolina,NC,2022-04-30,11605,2022-04-30
North Carolina,NC,2022-05-07,14071,2022-05-07
North Carolina,NC,2022-05-14,18479,2022-05-14
North Carolina,NC,2022-05-21,23993,2022-05-21
North Carolina,NC,2022-05-28,29137,2022-05-28
North Carolina,NC,2022-06-04,27795,2022-06-04
North Carolina,NC,2022-06-11,26785,2022-06-11
North Carolina,NC,2022-06-18,24464,2022-06-18
North Carolina,NC,2022-06-25,19098,2022-06-25
North Carolina,NC,2022-07-02,24141,2022-07-02
North Carolina,NC,2022-07-09,25462,2022-07-09
North Carolina,NC,2022-07-16,26388,2022-07-16
North Carolina,NC,2022-07-23,30130,2022-07-23
North Carolina,NC,2022-07-30,33932,2022-07-30
North Carolina,NC,2022-08-06,33265,2022-08-06
North Carolina,NC,2022-08-13,31230,2022-08-13
North Carolina,NC,2022-08-20,27339,2022-08-20
North Carolina,NC,2022-08-27,23959,2022-08-27
North Carolina,NC,2022-09-03,21899,2022-09-03
North Carolina,NC,2022-09-10,20480,2022-09-10
North Carolina,NC,2022-09-17,21189,2022-09-17
North Carolina,NC,2022-09-24,20284,2022-09-24
North Carolina,NC,2022-10-01,16091,2022-10-01
North Carolina,NC,2022-10-08,11971,2022-10-08
North Carolina,NC,2022-10-15,10021,2022-10-15
North Carolina,NC,2022-10-22,0,2022-10-22
North Carolina,NC,2022-10-29,16582,2022-10-29
North Carolina,NC,2022-11-05,8735,2022-11-05
North Carolina,NC,2022-11-12,9365,2022-11-12
North Carolina,NC,2022-11-19,6795,2022-11-19
North Carolina,NC,2022-11-26,6166,2022-11-26
North Carolina,NC,2022-12-03,6842,2022-12-03
North Carolina,NC,2022-12-10,11605,2022-12-10
North Carolina,NC,2022-12-17,13190,2022-12-17
North Carolina,NC,2022-12-24,16676,2022-12-24
North Carolina,NC,2022-12-31,0,2022-12-31
North Carolina,NC,2023-01-07,42982,2023-01-07
North Carolina,NC,2023-01-14,22624,2023-01-14
North Carolina,NC,2023-01-21,15741,2023-01-21
North Carolina,NC,2023-01-28,14381,2023-01-28
North Carolina,NC,2023-02-04,13247,2023-02-04
North Carolina,NC,2023-02-11,12470,2023-02-11
North Carolina,NC,2023-02-18,11714,2023-02-18
North Carolina,NC,2023-02-25,9627,2023-02-25
North Carolina,NC,2023-03-04,7626,2023-03-04
North Carolina,NC,2023-03-11,5418,2023-03-11
North Dakota,ND,2020-01-25,0,2020-01-25
North Dakota,ND,2020-02-01,0,2020-02-01
North Dakota,ND,2020-02-08,0,2020-02-08
North Dakota,ND,2020-02-15,0,2020-02-15
North Dakota,ND,2020-02-22,0,2020-02-22
North Dakota,ND,2020-02-29,0,2020-02-29
North Dakota,ND,2020-03-07,0,2020-03-07
North Dakota,ND,2020-03-14,1,2020-03-14
North Dakota,ND,2020-03-21,27,2020-03-21
North Dakota,ND,2020-03-28,66,2020-03-28
North Dakota,ND,2020-04-04,113,2020-04-04
North Dakota,ND,2020-04-11,101,2020-04-11
North Dakota,ND,2020-04-18,276,2020-04-18
North Dakota,ND,2020-04-25,284,2020-04-25
North Dakota,ND,2020-05-02,324,2020-05-02
North Dakota,ND,2020-05-09,297,2020-05-09
North Dakota,ND,2020-05-16,407,2020-05-16
North Dakota,ND,2020-05-23,446,2020-05-23
North Dakota,ND,2020-05-30,238,2020-05-30
North Dakota,ND,2020-06-06,283,2020-06-06
North Dakota,ND,2020-06-13,219,2020-06-13
North Dakota,ND,2020-06-20,207,2020-06-20
North Dakota,ND,2020-06-27,205,2020-06-27
North Dakota,ND,2020-07-04,322,2020-07-04
North Dakota,ND,2020-07-11,519,2020-07-11
North Dakota,ND,2020-07-18,681,2020-07-18
North Dakota,ND,2020-07-25,854,2020-07-25
North Dakota,ND,2020-08-01,778,2020-08-01
North Dakota,ND,2020-08-08,938,2020-08-08
North Dakota,ND,2020-08-15,988,2020-08-15
North Dakota,ND,2020-08-22,1277,2020-08-22
North Dakota,ND,2020-08-29,1822,2020-08-29
North Dakota,ND,2020-09-05,1919,2020-09-05
North Dakota,ND,2020-09-12,1950,2020-09-12
North Dakota,ND,2020-09-19,2367,2020-09-19
North Dakota,ND,2020-09-26,2749,2020-09-26
North Dakota,ND,2020-10-03,2805,2020-10-03
