state,USPS,datew,incidD,date,out,no,back_date
Arizona,AZ,2/25/2023,39,2/25/2023,0,,
Arizona,AZ,3/4/2023,34,3/4/2023,0,,
Arizona,AZ,3/11/2023,26,3/11/2023,0,,
Arkansas,AR,1/25/2020,0,1/25/2020,0,,
Arkansas,AR,2/1/2020,0,2/1/2020,0,,
Arkansas,AR,2/8/2020,0,2/8/2020,0,,
Arkansas,AR,2/15/2020,0,2/15/2020,0,,
Arkansas,AR,2/22/2020,0,2/22/2020,0,,
Arkansas,AR,2/29/2020,0,2/29/2020,0,,
Arkansas,AR,3/7/2020,0,3/7/2020,0,,
Arkansas,AR,3/14/2020,0,3/14/2020,0,,
Arkansas,AR,3/21/2020,0,3/21/2020,0,,
Arkansas,AR,3/28/2020,5,3/28/2020,0,,
Arkansas,AR,4/4/2020,9,4/4/2020,0,,
Arkansas,AR,4/11/2020,11,4/11/2020,0,,
Arkansas,AR,4/18/2020,13,4/18/2020,0,,
Arkansas,AR,4/25/2020,10,4/25/2020,0,,
Arkansas,AR,5/2/2020,24,5/2/2020,0,,
Arkansas,AR,5/9/2020,16,5/9/2020,0,,
Arkansas,AR,5/16/2020,10,5/16/2020,0,,
Arkansas,AR,5/23/2020,17,5/23/2020,0,,
Arkansas,AR,5/30/2020,18,5/30/2020,0,,
Arkansas,AR,6/6/2020,21,6/6/2020,0,,
Arkansas,AR,6/13/2020,23,6/13/2020,0,,
Arkansas,AR,6/20/2020,47,6/20/2020,0,,
Arkansas,AR,6/27/2020,35,6/27/2020,0,,
Arkansas,AR,7/4/2020,27,7/4/2020,0,,
Arkansas,AR,7/11/2020,33,7/11/2020,0,,
Arkansas,AR,7/18/2020,38,7/18/2020,0,,
Arkansas,AR,7/25/2020,42,7/25/2020,0,,
Arkansas,AR,8/1/2020,59,8/1/2020,0,,
Arkansas,AR,8/8/2020,77,8/8/2020,0,,
Arkansas,AR,8/15/2020,65,8/15/2020,0,,
Arkansas,AR,8/22/2020,76,8/22/2020,0,,
Arkansas,AR,8/29/2020,98,8/29/2020,0,,
Arkansas,AR,9/5/2020,110,9/5/2020,0,,
Arkansas,AR,9/12/2020,87,9/12/2020,0,,
Arkansas,AR,9/19/2020,212,9/19/2020,1,139,
Arkansas,AR,9/26/2020,104,9/26/2020,0,,
Arkansas,AR,10/3/2020,122,10/3/2020,0,,
Arkansas,AR,10/10/2020,145,10/10/2020,0,,
Arkansas,AR,10/17/2020,132,10/17/2020,0,,
Arkansas,AR,10/24/2020,113,10/24/2020,0,,
Arkansas,AR,10/31/2020,128,10/31/2020,0,,
Arkansas,AR,11/7/2020,143,11/7/2020,0,,
Arkansas,AR,11/14/2020,91,11/14/2020,0,,
Arkansas,AR,11/21/2020,178,11/21/2020,0,,
Arkansas,AR,11/28/2020,112,11/28/2020,0,,
Arkansas,AR,12/5/2020,171,12/5/2020,0,,
Arkansas,AR,12/12/2020,291,12/12/2020,0,,
Arkansas,AR,12/19/2020,280,12/19/2020,0,,
Arkansas,AR,12/26/2020,250,12/26/2020,0,,
Arkansas,AR,1/2/2021,288,1/2/2021,0,,
Arkansas,AR,1/9/2021,281,1/9/2021,0,,
Arkansas,AR,1/16/2021,283,1/16/2021,0,,
Arkansas,AR,1/23/2021,270,1/23/2021,0,,
Arkansas,AR,1/30/2021,275,1/30/2021,0,,
Arkansas,AR,2/6/2021,223,2/6/2021,0,,
Arkansas,AR,2/13/2021,191,2/13/2021,0,,
Arkansas,AR,2/20/2021,96,2/20/2021,0,,
Arkansas,AR,2/27/2021,69,2/27/2021,0,,
Arkansas,AR,3/6/2021,228,3/6/2021,0,,
Arkansas,AR,3/13/2021,158,3/13/2021,0,,
Arkansas,AR,3/20/2021,78,3/20/2021,0,,
Arkansas,AR,3/27/2021,57,3/27/2021,0,,
Arkansas,AR,4/3/2021,51,4/3/2021,0,,
Arkansas,AR,4/10/2021,22,4/10/2021,0,,
Arkansas,AR,4/17/2021,32,4/17/2021,0,,
Arkansas,AR,4/24/2021,24,4/24/2021,0,,
Arkansas,AR,5/1/2021,24,5/1/2021,0,,
Arkansas,AR,5/8/2021,19,5/8/2021,0,,
Arkansas,AR,5/15/2021,33,5/15/2021,0,,
Arkansas,AR,5/22/2021,23,5/22/2021,0,,
Arkansas,AR,5/29/2021,14,5/29/2021,0,,
Arkansas,AR,6/5/2021,16,6/5/2021,0,,
Arkansas,AR,6/12/2021,14,6/12/2021,0,,
Arkansas,AR,6/19/2021,18,6/19/2021,0,,
Arkansas,AR,6/26/2021,19,6/26/2021,0,,
Arkansas,AR,7/3/2021,20,7/3/2021,0,,
Arkansas,AR,7/10/2021,35,7/10/2021,0,,
Arkansas,AR,7/17/2021,44,7/17/2021,0,,
Arkansas,AR,7/24/2021,56,7/24/2021,0,,
Arkansas,AR,7/31/2021,93,7/31/2021,0,,
Arkansas,AR,8/7/2021,149,8/7/2021,0,,
Arkansas,AR,8/14/2021,155,8/14/2021,0,,
Arkansas,AR,8/21/2021,200,8/21/2021,0,,
Arkansas,AR,8/28/2021,209,8/28/2021,0,,
Arkansas,AR,9/4/2021,184,9/4/2021,0,,
Arkansas,AR,9/11/2021,194,9/11/2021,0,,
Arkansas,AR,9/18/2021,202,9/18/2021,0,,
Arkansas,AR,9/25/2021,141,9/25/2021,0,,
Arkansas,AR,10/2/2021,149,10/2/2021,0,,
Arkansas,AR,10/9/2021,107,10/9/2021,0,,
Arkansas,AR,10/16/2021,364,10/16/2021,0,,
Arkansas,AR,10/23/2021,72,10/23/2021,0,,
Arkansas,AR,10/30/2021,103,10/30/2021,0,,
Arkansas,AR,11/6/2021,113,11/6/2021,0,,
Arkansas,AR,11/13/2021,79,11/13/2021,0,,
Arkansas,AR,11/20/2021,50,11/20/2021,0,,
Arkansas,AR,11/27/2021,41,11/27/2021,0,,
Arkansas,AR,12/4/2021,68,12/4/2021,0,,
Arkansas,AR,12/11/2021,119,12/11/2021,0,,
Arkansas,AR,12/18/2021,102,12/18/2021,0,,
Arkansas,AR,12/25/2021,116,12/25/2021,0,,
Arkansas,AR,1/1/2022,122,1/1/2022,0,,
Arkansas,AR,1/8/2022,134,1/8/2022,0,,
Arkansas,AR,1/15/2022,116,1/15/2022,0,,
Arkansas,AR,1/22/2022,68,1/22/2022,0,,
Arkansas,AR,1/29/2022,118,1/29/2022,0,,
Arkansas,AR,2/5/2022,177,2/5/2022,0,,
Arkansas,AR,2/12/2022,232,2/12/2022,0,,
Arkansas,AR,2/19/2022,266,2/19/2022,0,,
Arkansas,AR,2/26/2022,174,2/26/2022,0,,
Arkansas,AR,3/5/2022,234,3/5/2022,0,,
Arkansas,AR,3/12/2022,193,3/12/2022,0,,
Arkansas,AR,3/19/2022,186,3/19/2022,0,,
Arkansas,AR,3/26/2022,131,3/26/2022,0,,
Arkansas,AR,4/2/2022,42,4/2/2022,0,,
Arkansas,AR,4/9/2022,54,4/9/2022,0,,
Arkansas,AR,4/16/2022,34,4/16/2022,0,,
Arkansas,AR,4/23/2022,30,4/23/2022,0,,
Arkansas,AR,4/30/2022,20,4/30/2022,0,,
Arkansas,AR,5/7/2022,18,5/7/2022,0,,
Arkansas,AR,5/14/2022,8,5/14/2022,0,,
Arkansas,AR,5/21/2022,23,5/21/2022,0,,
Arkansas,AR,5/28/2022,40,5/28/2022,0,,
Arkansas,AR,6/4/2022,26,6/4/2022,0,,
Arkansas,AR,6/11/2022,19,6/11/2022,0,,
Arkansas,AR,6/18/2022,16,6/18/2022,0,,
Arkansas,AR,6/25/2022,35,6/25/2022,0,,
Arkansas,AR,7/2/2022,21,7/2/2022,0,,
Arkansas,AR,7/9/2022,19,7/9/2022,0,,
Arkansas,AR,7/16/2022,25,7/16/2022,0,,
Arkansas,AR,7/23/2022,40,7/23/2022,0,,
Arkansas,AR,7/30/2022,46,7/30/2022,0,,
Arkansas,AR,8/6/2022,44,8/6/2022,0,,
Arkansas,AR,8/13/2022,59,8/13/2022,0,,
Arkansas,AR,8/20/2022,39,8/20/2022,0,,
Arkansas,AR,8/27/2022,44,8/27/2022,0,,
Arkansas,AR,9/3/2022,28,9/3/2022,0,,
Arkansas,AR,9/10/2022,28,9/10/2022,0,,
Arkansas,AR,9/17/2022,32,9/17/2022,0,,
Arkansas,AR,9/24/2022,87,9/24/2022,0,,
Arkansas,AR,10/1/2022,101,10/1/2022,0,,
Arkansas,AR,10/8/2022,120,10/8/2022,0,,
Arkansas,AR,10/15/2022,70,10/15/2022,0,,
Arkansas,AR,10/22/2022,54,10/22/2022,0,,
Arkansas,AR,10/29/2022,63,10/29/2022,0,,
Arkansas,AR,11/5/2022,31,11/5/2022,0,,
Arkansas,AR,11/12/2022,6,11/12/2022,0,,
Arkansas,AR,11/19/2022,10,11/19/2022,0,,
Arkansas,AR,11/26/2022,15,11/26/2022,0,,
Arkansas,AR,12/3/2022,35,12/3/2022,0,,
Arkansas,AR,12/10/2022,46,12/10/2022,0,,
Arkansas,AR,12/17/2022,32,12/17/2022,0,,
Arkansas,AR,12/24/2022,19,12/24/2022,0,,
Arkansas,AR,12/31/2022,13,12/31/2022,0,,
Arkansas,AR,1/7/2023,26,1/7/2023,0,,
Arkansas,AR,1/14/2023,38,1/14/2023,0,,
Arkansas,AR,1/21/2023,29,1/21/2023,0,,
Arkansas,AR,1/28/2023,54,1/28/2023,0,,
Arkansas,AR,2/4/2023,49,2/4/2023,0,,
Arkansas,AR,2/11/2023,28,2/11/2023,0,,
Arkansas,AR,2/18/2023,33,2/18/2023,0,,
Arkansas,AR,2/25/2023,23,2/25/2023,0,,
Arkansas,AR,3/4/2023,26,3/4/2023,0,,
Arkansas,AR,3/11/2023,19,3/11/2023,0,,
California,CA,1/25/2020,0,1/25/2020,0,,
California,CA,2/1/2020,0,2/1/2020,0,,
California,CA,2/8/2020,0,2/8/2020,0,,
California,CA,2/15/2020,0,2/15/2020,0,,
California,CA,2/22/2020,0,2/22/2020,0,,
California,CA,2/29/2020,0,2/29/2020,0,,
California,CA,3/7/2020,1,3/7/2020,0,,
California,CA,3/14/2020,6,3/14/2020,0,,
California,CA,3/21/2020,21,3/21/2020,0,,
California,CA,3/28/2020,162,3/28/2020,0,,
California,CA,4/4/2020,215,4/4/2020,0,,
California,CA,4/11/2020,306,4/11/2020,0,,
California,CA,4/18/2020,528,4/18/2020,0,,
California,CA,4/25/2020,535,4/25/2020,0,,
California,CA,5/2/2020,497,5/2/2020,0,,
California,CA,5/9/2020,515,5/9/2020,0,,
California,CA,5/16/2020,519,5/16/2020,0,,
California,CA,5/23/2020,491,5/23/2020,0,,
California,CA,5/30/2020,394,5/30/2020,0,,
California,CA,6/6/2020,467,6/6/2020,0,,
California,CA,6/13/2020,447,6/13/2020,0,,
California,CA,6/20/2020,432,6/20/2020,0,,
California,CA,6/27/2020,396,6/27/2020,0,,
California,CA,7/4/2020,453,7/4/2020,0,,
California,CA,7/11/2020,729,7/11/2020,0,,
California,CA,7/18/2020,650,7/18/2020,0,,
California,CA,7/25/2020,740,7/25/2020,0,,
California,CA,8/1/2020,888,8/1/2020,0,,
California,CA,8/8/2020,928,8/8/2020,0,,
California,CA,8/15/2020,916,8/15/2020,0,,
California,CA,8/22/2020,867,8/22/2020,0,,
California,CA,8/29/2020,808,8/29/2020,0,,
California,CA,9/5/2020,812,9/5/2020,0,,
California,CA,9/12/2020,640,9/12/2020,0,,
California,CA,9/19/2020,655,9/19/2020,0,,
California,CA,9/26/2020,557,9/26/2020,0,,
California,CA,10/3/2020,585,10/3/2020,0,,
California,CA,10/10/2020,452,10/10/2020,0,,
California,CA,10/17/2020,413,10/17/2020,0,,
California,CA,10/24/2020,378,10/24/2020,0,,
California,CA,10/31/2020,355,10/31/2020,0,,
California,CA,11/7/2020,345,11/7/2020,0,,
California,CA,11/14/2020,294,11/14/2020,0,,
California,CA,11/21/2020,467,11/21/2020,0,,
California,CA,11/28/2020,443,11/28/2020,0,,
California,CA,12/5/2020,759,12/5/2020,0,,
California,CA,12/12/2020,1062,12/12/2020,0,,
California,CA,12/19/2020,1628,12/19/2020,0,,
California,CA,12/26/2020,1572,12/26/2020,0,,
California,CA,1/2/2021,2373,1/2/2021,0,,
California,CA,1/9/2021,3059,1/9/2021,0,,
California,CA,1/16/2021,3353,1/16/2021,0,,
California,CA,1/23/2021,3415,1/23/2021,0,,
California,CA,1/30/2021,3673,1/30/2021,0,,
California,CA,2/6/2021,3509,2/6/2021,0,,
California,CA,2/13/2021,2998,2/13/2021,0,,
California,CA,2/20/2021,2384,2/20/2021,0,,
California,CA,2/27/2021,2957,2/27/2021,1,806,12/3/2020
California,CA,3/6/2021,2060,3/6/2021,0,,
California,CA,3/13/2021,1409,3/13/2021,0,,
California,CA,3/20/2021,920,3/20/2021,0,,
California,CA,3/27/2021,1671,3/27/2021,0,,
California,CA,4/3/2021,810,4/3/2021,0,,
California,CA,4/10/2021,688,4/10/2021,0,,
California,CA,4/17/2021,549,4/17/2021,0,,
California,CA,4/24/2021,441,4/24/2021,0,,
California,CA,5/1/2021,517,5/1/2021,0,,
California,CA,5/8/2021,375,5/8/2021,0,,
California,CA,5/15/2021,220,5/15/2021,0,,
California,CA,5/22/2021,241,5/22/2021,0,,
California,CA,5/29/2021,293,5/29/2021,0,,
California,CA,6/5/2021,442,6/5/2021,0,,
California,CA,6/12/2021,178,6/12/2021,0,,
California,CA,6/19/2021,142,6/19/2021,0,,
California,CA,6/26/2021,297,6/26/2021,1,85,
California,CA,7/3/2021,165,7/3/2021,0,,
California,CA,7/10/2021,233,7/10/2021,0,,
California,CA,7/17/2021,220,7/17/2021,0,,
California,CA,7/24/2021,151,7/24/2021,0,,
California,CA,7/31/2021,192,7/31/2021,0,,
California,CA,8/7/2021,369,8/7/2021,0,,
California,CA,8/14/2021,599,8/14/2021,0,,
California,CA,8/21/2021,494,8/21/2021,0,,
California,CA,8/28/2021,604,8/28/2021,0,,
California,CA,9/4/2021,733,9/4/2021,0,,
California,CA,9/11/2021,786,9/11/2021,0,,
California,CA,9/18/2021,904,9/18/2021,0,,
California,CA,9/25/2021,592,9/25/2021,0,,
California,CA,10/2/2021,683,10/2/2021,0,,
California,CA,10/9/2021,746,10/9/2021,0,,
California,CA,10/16/2021,594,10/16/2021,0,,
California,CA,10/23/2021,934,10/23/2021,0,,
California,CA,10/30/2021,617,10/30/2021,0,,
California,CA,11/6/2021,559,11/6/2021,0,,
California,CA,11/13/2021,594,11/13/2021,0,,
California,CA,11/20/2021,596,11/20/2021,0,,
California,CA,11/27/2021,446,11/27/2021,0,,
California,CA,12/4/2021,633,12/4/2021,0,,
California,CA,12/11/2021,454,12/11/2021,0,,
California,CA,12/18/2021,453,12/18/2021,0,,
California,CA,12/25/2021,421,12/25/2021,0,,
California,CA,1/1/2022,385,1/1/2022,0,,
California,CA,1/8/2022,511,1/8/2022,0,,
California,CA,1/15/2022,679,1/15/2022,0,,
California,CA,1/22/2022,836,1/22/2022,0,,
California,CA,1/29/2022,1227,1/29/2022,0,,
California,CA,2/5/2022,1257,2/5/2022,0,,
California,CA,2/12/2022,1501,2/12/2022,0,,
California,CA,2/19/2022,1445,2/19/2022,0,,
California,CA,2/26/2022,1088,2/26/2022,0,,
California,CA,3/5/2022,1202,3/5/2022,0,,
California,CA,3/12/2022,980,3/12/2022,0,,
California,CA,3/19/2022,762,3/19/2022,0,,
California,CA,3/26/2022,581,3/26/2022,0,,
California,CA,4/2/2022,342,4/2/2022,0,,
California,CA,4/9/2022,338,4/9/2022,0,,
California,CA,4/16/2022,304,4/16/2022,0,,
California,CA,4/23/2022,337,4/23/2022,0,,
California,CA,4/30/2022,314,4/30/2022,0,,
California,CA,5/7/2022,269,5/7/2022,0,,
California,CA,5/14/2022,281,5/14/2022,0,,
California,CA,5/21/2022,260,5/21/2022,0,,
California,CA,5/28/2022,256,5/28/2022,0,,
California,CA,6/4/2022,204,6/4/2022,0,,
California,CA,6/11/2022,197,6/11/2022,0,,
California,CA,6/18/2022,227,6/18/2022,0,,
California,CA,6/25/2022,191,6/25/2022,0,,
California,CA,7/2/2022,277,7/2/2022,0,,
California,CA,7/9/2022,242,7/9/2022,0,,
California,CA,7/16/2022,275,7/16/2022,0,,
California,CA,7/23/2022,305,7/23/2022,0,,
California,CA,7/30/2022,284,7/30/2022,0,,
California,CA,8/6/2022,320,8/6/2022,0,,
California,CA,8/13/2022,302,8/13/2022,0,,
California,CA,8/20/2022,322,8/20/2022,0,,
California,CA,8/27/2022,367,8/27/2022,0,,
California,CA,9/3/2022,162,9/3/2022,0,,
California,CA,9/10/2022,344,9/10/2022,0,,
California,CA,9/17/2022,231,9/17/2022,0,,
California,CA,9/24/2022,246,9/24/2022,0,,
California,CA,10/1/2022,282,10/1/2022,0,,
California,CA,10/8/2022,255,10/8/2022,0,,
California,CA,10/15/2022,220,10/15/2022,0,,
California,CA,10/22/2022,255,10/22/2022,0,,
California,CA,10/29/2022,202,10/29/2022,0,,
California,CA,11/5/2022,117,11/5/2022,0,,
California,CA,11/12/2022,103,11/12/2022,0,,
California,CA,11/19/2022,184,11/19/2022,0,,
California,CA,11/26/2022,148,11/26/2022,0,,
California,CA,12/3/2022,180,12/3/2022,0,,
California,CA,12/10/2022,217,12/10/2022,0,,
California,CA,12/17/2022,216,12/17/2022,0,,
California,CA,12/24/2022,336,12/24/2022,0,,
California,CA,12/31/2022,252,12/31/2022,0,,
California,CA,1/7/2023,285,1/7/2023,0,,
California,CA,1/14/2023,397,1/14/2023,0,,
California,CA,1/21/2023,369,1/21/2023,0,,
California,CA,1/28/2023,342,1/28/2023,0,,
California,CA,2/4/2023,291,2/4/2023,0,,
California,CA,2/11/2023,612,2/11/2023,0,,
California,CA,2/18/2023,281,2/18/2023,0,,
California,CA,2/25/2023,235,2/25/2023,0,,
California,CA,3/4/2023,228,3/4/2023,0,,
California,CA,3/11/2023,205,3/11/2023,0,,
Colorado,CO,1/25/2020,0,1/25/2020,0,,
Colorado,CO,2/1/2020,0,2/1/2020,0,,
Colorado,CO,2/8/2020,0,2/8/2020,0,,
Colorado,CO,2/15/2020,0,2/15/2020,0,,
Colorado,CO,2/22/2020,0,2/22/2020,0,,
Colorado,CO,2/29/2020,0,2/29/2020,0,,
Colorado,CO,3/7/2020,0,3/7/2020,0,,
Colorado,CO,3/14/2020,2,3/14/2020,0,,
Colorado,CO,3/21/2020,4,3/21/2020,0,,
Colorado,CO,3/28/2020,40,3/28/2020,0,,
Colorado,CO,4/4/2020,495,4/4/2020,0,,
Colorado,CO,4/11/2020,247,4/11/2020,0,,
Colorado,CO,4/18/2020,194,4/18/2020,0,,
Colorado,CO,4/25/2020,204,4/25/2020,1,121,
Colorado,CO,5/2/2020,106,5/2/2020,0,,
Colorado,CO,5/9/2020,98,5/9/2020,0,,
Colorado,CO,5/16/2020,111,5/16/2020,0,,
Colorado,CO,5/23/2020,70,5/23/2020,0,,
Colorado,CO,5/30/2020,51,5/30/2020,0,,
Colorado,CO,6/6/2020,41,6/6/2020,0,,
Colorado,CO,6/13/2020,22,6/13/2020,0,,
Colorado,CO,6/20/2020,22,6/20/2020,0,,
Colorado,CO,6/27/2020,21,6/27/2020,0,,
Colorado,CO,7/4/2020,32,7/4/2020,0,,
Colorado,CO,7/11/2020,28,7/11/2020,0,,
Colorado,CO,7/18/2020,43,7/18/2020,0,,
Colorado,CO,7/25/2020,33,7/25/2020,0,,
Colorado,CO,8/1/2020,19,8/1/2020,0,,
Colorado,CO,8/8/2020,17,8/8/2020,0,,
Colorado,CO,8/15/2020,17,8/15/2020,0,,
Colorado,CO,8/22/2020,24,8/22/2020,0,,
Colorado,CO,8/29/2020,36,8/29/2020,0,,
Colorado,CO,9/5/2020,24,9/5/2020,0,,
Colorado,CO,9/12/2020,28,9/12/2020,0,,
Colorado,CO,9/19/2020,27,9/19/2020,0,,
Colorado,CO,9/26/2020,35,9/26/2020,0,,
Colorado,CO,10/3/2020,34,10/3/2020,0,,
Colorado,CO,10/10/2020,43,10/10/2020,0,,
Colorado,CO,10/17/2020,65,10/17/2020,0,,
Colorado,CO,10/24/2020,175,10/24/2020,0,,
Colorado,CO,10/31/2020,212,10/31/2020,0,,
Colorado,CO,11/7/2020,269,11/7/2020,0,,
Colorado,CO,11/14/2020,355,11/14/2020,0,,
Colorado,CO,11/21/2020,419,11/21/2020,0,,
Colorado,CO,11/28/2020,482,11/28/2020,0,,
Colorado,CO,12/5/2020,455,12/5/2020,0,,
Colorado,CO,12/12/2020,324,12/12/2020,0,,
Colorado,CO,12/19/2020,228,12/19/2020,0,,
Colorado,CO,12/26/2020,155,12/26/2020,0,,
Colorado,CO,1/2/2021,158,1/2/2021,0,,
Colorado,CO,1/9/2021,149,1/9/2021,0,,
Colorado,CO,1/16/2021,140,1/16/2021,0,,
Colorado,CO,1/23/2021,83,1/23/2021,0,,
Colorado,CO,1/30/2021,70,1/30/2021,0,,
Colorado,CO,2/6/2021,59,2/6/2021,0,,
Colorado,CO,2/13/2021,39,2/13/2021,0,,
Colorado,CO,2/20/2021,45,2/20/2021,0,,
Colorado,CO,2/27/2021,36,2/27/2021,0,,
Colorado,CO,3/6/2021,28,3/6/2021,0,,
Colorado,CO,3/13/2021,36,3/13/2021,0,,
Colorado,CO,3/20/2021,24,3/20/2021,0,,
Colorado,CO,3/27/2021,22,3/27/2021,0,,
Colorado,CO,4/3/2021,51,4/3/2021,0,,
Colorado,CO,4/10/2021,47,4/10/2021,0,,
Colorado,CO,4/17/2021,61,4/17/2021,0,,
Colorado,CO,4/24/2021,83,4/24/2021,0,,
Colorado,CO,5/1/2021,67,5/1/2021,0,,
Colorado,CO,5/8/2021,61,5/8/2021,0,,
Colorado,CO,5/15/2021,65,5/15/2021,0,,
Colorado,CO,5/22/2021,46,5/22/2021,0,,
Colorado,CO,5/29/2021,53,5/29/2021,0,,
Colorado,CO,6/5/2021,45,6/5/2021,0,,
Colorado,CO,6/12/2021,29,6/12/2021,0,,
Colorado,CO,6/19/2021,41,6/19/2021,0,,
Colorado,CO,6/26/2021,30,6/26/2021,0,,
Colorado,CO,7/3/2021,33,7/3/2021,0,,
Colorado,CO,7/10/2021,30,7/10/2021,0,,
Colorado,CO,7/17/2021,39,7/17/2021,0,,
Colorado,CO,7/24/2021,43,7/24/2021,0,,
Colorado,CO,7/31/2021,53,7/31/2021,0,,
Colorado,CO,8/7/2021,60,8/7/2021,0,,
Colorado,CO,8/14/2021,78,8/14/2021,0,,
Colorado,CO,8/21/2021,84,8/21/2021,0,,
Colorado,CO,8/28/2021,88,8/28/2021,0,,
Colorado,CO,9/4/2021,127,9/4/2021,0,,
Colorado,CO,9/11/2021,102,9/11/2021,0,,
Colorado,CO,9/18/2021,135,9/18/2021,0,,
Colorado,CO,9/25/2021,134,9/25/2021,0,,
Colorado,CO,10/2/2021,159,10/2/2021,0,,
Colorado,CO,10/9/2021,170,10/9/2021,0,,
Colorado,CO,10/16/2021,184,10/16/2021,0,,
Colorado,CO,10/23/2021,235,10/23/2021,0,,
Colorado,CO,10/30/2021,239,10/30/2021,0,,
Colorado,CO,11/6/2021,272,11/6/2021,0,,
Colorado,CO,11/13/2021,269,11/13/2021,0,,
Colorado,CO,11/20/2021,253,11/20/2021,0,,
Colorado,CO,11/27/2021,244,11/27/2021,0,,
Colorado,CO,12/4/2021,219,12/4/2021,0,,
Colorado,CO,12/11/2021,191,12/11/2021,0,,
Colorado,CO,12/18/2021,162,12/18/2021,0,,
Colorado,CO,12/25/2021,130,12/25/2021,0,,
Colorado,CO,1/1/2022,221,1/1/2022,0,,
Colorado,CO,1/8/2022,344,1/8/2022,0,,
Colorado,CO,1/15/2022,349,1/15/2022,0,,
Colorado,CO,1/22/2022,265,1/22/2022,0,,
Colorado,CO,1/29/2022,229,1/29/2022,0,,
Colorado,CO,2/5/2022,159,2/5/2022,0,,
Colorado,CO,2/12/2022,100,2/12/2022,0,,
Colorado,CO,2/19/2022,62,2/19/2022,0,,
Colorado,CO,2/26/2022,45,2/26/2022,0,,
Colorado,CO,3/5/2022,35,3/5/2022,0,,
Colorado,CO,3/12/2022,25,3/12/2022,0,,
Colorado,CO,3/19/2022,16,3/19/2022,0,,
Colorado,CO,3/26/2022,17,3/26/2022,0,,
Colorado,CO,4/2/2022,12,4/2/2022,0,,
Colorado,CO,4/9/2022,11,4/9/2022,0,,
Colorado,CO,4/16/2022,17,4/16/2022,0,,
Colorado,CO,4/23/2022,18,4/23/2022,0,,
Colorado,CO,4/30/2022,13,4/30/2022,0,,
Colorado,CO,5/7/2022,28,5/7/2022,0,,
Colorado,CO,5/14/2022,33,5/14/2022,0,,
Colorado,CO,5/21/2022,32,5/21/2022,0,,
Colorado,CO,5/28/2022,39,5/28/2022,0,,
Colorado,CO,6/4/2022,60,6/4/2022,0,,
Colorado,CO,6/11/2022,48,6/11/2022,0,,
Colorado,CO,6/18/2022,64,6/18/2022,0,,
Colorado,CO,6/25/2022,45,6/25/2022,0,,
Colorado,CO,7/2/2022,42,7/2/2022,0,,
Colorado,CO,7/9/2022,46,7/9/2022,0,,
Colorado,CO,7/16/2022,55,7/16/2022,0,,
Colorado,CO,7/23/2022,34,7/23/2022,0,,
Colorado,CO,7/30/2022,20,7/30/2022,0,,
Colorado,CO,8/6/2022,22,8/6/2022,0,,
Colorado,CO,8/13/2022,16,8/13/2022,0,,
Colorado,CO,8/20/2022,6,8/20/2022,0,,
Colorado,CO,8/27/2022,29,8/27/2022,0,,
Colorado,CO,9/3/2022,26,9/3/2022,0,,
Colorado,CO,9/10/2022,30,9/10/2022,0,,
Colorado,CO,9/17/2022,33,9/17/2022,0,,
Colorado,CO,9/24/2022,32,9/24/2022,0,,
Colorado,CO,10/1/2022,44,10/1/2022,0,,
Colorado,CO,10/8/2022,19,10/8/2022,0,,
Colorado,CO,10/15/2022,32,10/15/2022,0,,
Colorado,CO,10/22/2022,22,10/22/2022,0,,
Colorado,CO,10/29/2022,28,10/29/2022,0,,
Colorado,CO,11/5/2022,34,11/5/2022,0,,
Colorado,CO,11/12/2022,33,11/12/2022,0,,
Colorado,CO,11/19/2022,44,11/19/2022,0,,
Colorado,CO,11/26/2022,60,11/26/2022,0,,
Colorado,CO,12/3/2022,46,12/3/2022,0,,
Colorado,CO,12/10/2022,72,12/10/2022,0,,
Colorado,CO,12/17/2022,69,12/17/2022,0,,
Colorado,CO,12/24/2022,68,12/24/2022,0,,
Colorado,CO,12/31/2022,41,12/31/2022,0,,
Colorado,CO,1/7/2023,17,1/7/2023,0,,
Colorado,CO,1/14/2023,41,1/14/2023,0,,
Colorado,CO,1/21/2023,81,1/21/2023,0,,
Colorado,CO,1/28/2023,39,1/28/2023,0,,
Colorado,CO,2/4/2023,22,2/4/2023,0,,
Colorado,CO,2/11/2023,37,2/11/2023,0,,
Colorado,CO,2/18/2023,22,2/18/2023,0,,
Colorado,CO,2/25/2023,1,2/25/2023,0,,
Colorado,CO,3/4/2023,21,3/4/2023,0,,
Colorado,CO,3/11/2023,54,3/11/2023,0,,
Connecticut,CT,1/25/2020,0,1/25/2020,0,,
Connecticut,CT,2/1/2020,0,2/1/2020,0,,
Connecticut,CT,2/8/2020,0,2/8/2020,0,,
Connecticut,CT,2/15/2020,0,2/15/2020,0,,
Connecticut,CT,2/22/2020,0,2/22/2020,0,,
Connecticut,CT,2/29/2020,0,2/29/2020,0,,
Connecticut,CT,3/7/2020,0,3/7/2020,0,,
Connecticut,CT,3/14/2020,0,3/14/2020,0,,
Connecticut,CT,3/21/2020,4,3/21/2020,0,,
Connecticut,CT,3/28/2020,29,3/28/2020,0,,
Connecticut,CT,4/4/2020,132,4/4/2020,0,,
Connecticut,CT,4/11/2020,329,4/11/2020,0,,
Connecticut,CT,4/18/2020,592,4/18/2020,0,,
Connecticut,CT,4/25/2020,779,4/25/2020,0,,
